"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.698042929E1,-3.352237982E-4,-2.010250464E-4,2.263562055E-5
3.708016029E1,-2.175224246E-3,2.599580213E-3,-9.839171544E-4
3.717989129E1,-2.113273949E-4,-1.000541029E-3,2.855303697E-3
3.727962229E1,-2.520098817E-3,1.796959899E-3,-1.043642405E-4
3.737935329E1,6.876511034E-4,1.450239914E-3,-5.895370268E-4
3.747908429E1,2.705251100E-4,-9.171839920E-4,9.817610262E-4
3.757881567E1,-1.496865181E-3,1.331428881E-3,2.325740410E-3
3.767854667E1,2.817222266E-4,-5.258026067E-4,2.916593803E-4
3.777827767E1,-9.167501121E-4,-1.823503640E-3,1.203850261E-4
3.787800867E1,3.183836117E-3,6.833247608E-4,-1.347244950E-3
3.797773967E1,4.927390255E-4,1.578525058E-3,7.737068227E-4
3.807747067E1,-1.659244415E-3,3.780628555E-3,3.095286665E-4
3.817720167E1,1.375791035E-4,5.636251881E-4,-9.980293689E-4
3.827693267E1,-2.296100836E-3,5.760301719E-4,-2.613776014E-4
3.837666367E1,1.366228680E-3,-2.166422084E-3,4.527210724E-3
3.847639467E1,2.337972866E-3,-1.430202508E-3,-4.163311969E-4
3.857612592E1,-5.472006742E-4,2.283381764E-5,2.783524804E-3
3.867585692E1,-1.504567917E-3,-1.069574035E-3,1.247679815E-3
3.877558792E1,6.119566970E-3,-1.323320670E-3,-1.155532664E-3
3.887531892E1,-3.171654418E-3,-2.551360754E-3,3.695956431E-3
3.897504992E1,-1.695290674E-3,8.854629705E-4,1.606634702E-3
3.907478092E1,1.687026583E-3,-1.051093685E-3,8.038439555E-4
3.917451192E1,-7.303011371E-4,-2.229135251E-3,5.564510822E-3
3.927424292E1,-4.523317330E-3,5.789037095E-5,6.984180072E-5
3.937397392E1,-1.202985062E-3,7.702109870E-4,-2.273184364E-4
3.947370492E1,-6.068142829E-5,-1.381706214E-3,3.073167522E-3
3.957343583E1,4.135773052E-4,-2.819352085E-4,3.638943192E-3
3.967316683E1,-1.207848080E-3,-2.726218663E-4,2.515742555E-3
3.977289783E1,3.581808880E-3,2.643710468E-5,-6.711174501E-5
3.987262883E1,3.707539989E-3,2.504469128E-3,-3.118114546E-3
3.997235983E1,1.843514270E-3,1.355006010E-3,2.272796119E-4
4.007209083E1,7.154917112E-4,-1.412231824E-3,1.064207638E-3
4.017182183E1,2.835480496E-3,-1.955086365E-3,4.943555687E-4
4.027155283E1,-4.133633338E-3,-1.898415387E-3,-1.145759132E-3
4.037128383E1,-1.233297051E-3,-1.158459578E-3,2.783012809E-3
4.047101483E1,1.496125595E-3,4.808118683E-4,3.773928154E-3
4.057074592E1,5.009162705E-3,1.841464778E-3,1.520975027E-3
4.067047692E1,-1.175451325E-4,1.554104500E-3,2.469769912E-3
4.077020792E1,3.916621208E-3,2.599105472E-3,1.384733245E-3
4.086993892E1,2.935133874E-3,-1.128938515E-3,-2.186196856E-3
4.096966992E1,5.609951448E-3,1.364233089E-3,-9.998866590E-4
4.106940092E1,-1.682482543E-4,-7.946403348E-4,1.720954664E-3
4.116913192E1,2.363002859E-4,4.643920111E-4,1.643362222E-3
4.126886292E1,6.049469812E-4,-2.783834003E-3,4.929361865E-3
4.136859392E1,-1.438413863E-3,-2.618674655E-3,2.126166364E-3
4.146832492E1,-1.479021739E-3,-1.052393578E-3,-1.122049405E-3
4.156805667E1,-8.389589493E-4,8.255478460E-4,3.936745925E-4
4.166778767E1,-8.168333443E-4,-2.205219353E-3,6.619006163E-4
4.176751867E1,2.313260222E-3,1.937168417E-3,3.367995378E-4
4.186724967E1,2.720317338E-3,-1.173426746E-3,3.330176231E-3
4.196698067E1,-2.844184637E-4,4.234732478E-4,-4.461412609E-4
4.206671067E1,1.245572465E-3,1.342830947E-3,-2.134335227E-3
4.216644167E1,-2.886024304E-3,-1.227544271E-3,4.044912290E-3
4.226617267E1,-1.399447909E-3,-1.774557517E-3,1.924503595E-3
4.236590367E1,-4.698202945E-3,-1.078920555E-3,-1.724604517E-4
4.246563467E1,-2.701990074E-3,-8.874731138E-4,1.510226750E-3
4.256536521E1,-1.899272669E-3,2.092783339E-3,1.305610640E-3
4.266509621E1,6.890535587E-4,-9.543869528E-4,2.085589804E-3
4.276482721E1,2.183281351E-3,-1.052984269E-3,1.683341106E-3
4.286455821E1,3.689375939E-3,9.727383149E-4,-6.247938145E-4
4.296428921E1,1.800218015E-3,-1.230182592E-3,2.096535172E-3
4.306402021E1,1.033077948E-3,1.785388449E-3,5.710585974E-4
4.316375121E1,1.117199892E-3,-4.858620523E-4,1.437006053E-3
4.326348221E1,-2.868322190E-5,-6.683293614E-4,1.004234073E-3
4.336321321E1,-4.228361417E-3,-1.407033065E-3,3.696550615E-3
4.346294421E1,-1.991513651E-3,1.826209365E-3,2.682422288E-3
4.356267458E1,7.684547454E-4,1.395470463E-5,3.309548367E-3
4.366240558E1,-1.035090769E-3,1.921909861E-4,3.215916455E-3
4.376213658E1,-2.188332146E-3,-7.041483768E-4,-6.275950000E-5
4.386186758E1,2.413601615E-3,-8.445292478E-4,1.851036563E-3
4.396159858E1,1.534855226E-3,-2.333726734E-3,7.661542622E-4
4.406132958E1,-1.786258188E-3,-1.679925597E-3,2.918242943E-3
4.416106058E1,-2.302569337E-3,3.632417065E-4,3.273832379E-3
4.426079158E1,-2.166750841E-3,2.488061786E-3,-5.374939064E-4
4.436052258E1,9.325116407E-4,2.263074508E-3,-4.511325387E-4
4.446025358E1,5.612723762E-4,1.321965829E-3,-4.541982198E-4
4.455998458E1,4.080892541E-4,6.019354914E-4,-7.948203129E-4
4.465971617E1,-1.699180575E-5,5.785585381E-4,2.806325443E-3
4.475944717E1,-9.330773726E-3,4.706204403E-3,-1.859529642E-3
4.485917817E1,-6.819944247E-4,-1.034791232E-3,6.789868348E-4
4.495890817E1,-1.794611802E-3,-8.662033360E-4,2.353720134E-3
4.505863917E1,-8.033933118E-4,-2.167108469E-3,2.504343865E-3
4.515837017E1,-2.127335174E-4,8.610490477E-4,3.183564986E-4
4.525810117E1,-1.595949987E-3,3.553094808E-3,-2.174563939E-3
4.535783217E1,1.496277982E-3,2.838674700E-3,-1.023895224E-3
4.545756317E1,1.174161676E-3,-3.494525736E-4,1.911221188E-4
4.555729417E1,1.161443652E-4,-1.750545576E-3,-2.652696567E-3
4.565702529E1,-2.335016150E-3,-4.834310676E-4,-1.413982827E-4
4.575675629E1,-3.076526336E-4,2.199143055E-4,9.007517365E-4
4.585648729E1,2.931619529E-4,9.068820509E-4,3.240166698E-4
4.595621829E1,8.939059917E-4,-6.898376741E-4,3.449592972E-3
4.605594929E1,-1.535722986E-3,1.434625825E-3,-1.891203807E-3
4.615568029E1,9.682080126E-4,1.600020099E-3,-8.776206523E-4
4.625541129E1,6.187960971E-4,6.241692463E-4,-2.219493035E-4
4.635514129E1,1.136644976E-3,1.860153279E-4,1.772905118E-3
4.645487229E1,8.247565711E-4,6.769927219E-3,-4.368013702E-3
4.655460329E1,5.805031396E-4,-2.646044013E-4,-2.275594976E-3
4.665433442E1,8.984747110E-4,4.028322292E-4,1.379749156E-3
4.675406542E1,-9.232591256E-4,3.955346067E-3,-1.694144448E-3
4.685379642E1,5.856974749E-4,1.260712626E-3,-1.426120522E-3
4.695352742E1,3.416759893E-3,1.931753010E-3,1.744868583E-3
4.705325842E1,-8.950212970E-3,1.354369801E-3,9.098298615E-4
4.715298942E1,-3.470357973E-3,-1.153138932E-3,2.322297078E-3
4.725272042E1,1.702033565E-3,3.086701618E-4,-3.547123633E-4
4.735245142E1,1.095529180E-3,-1.786457375E-3,7.861766499E-4
4.745218142E1,-2.935033059E-3,-1.131443889E-3,3.748484422E-3
4.755191242E1,1.102934708E-3,-1.943327021E-3,-3.484676708E-4
4.765164329E1,1.061213017E-2,-1.305261976E-3,-6.407040171E-3
4.775137429E1,-1.399413100E-3,4.216423258E-4,1.915457775E-3
4.785110529E1,-2.120606834E-3,1.358581940E-3,-6.013396196E-4
4.795083629E1,8.258858323E-2,5.944252945E-3,-2.950010821E-2
4.805056729E1,4.921773449E-3,1.714790938E-3,-2.030446194E-3
4.815029829E1,-8.321768837E-5,5.619375734E-4,-6.124329520E-4
4.825002929E1,2.705009421E-3,-2.296720864E-3,1.782272593E-3
4.834975929E1,5.721764173E-4,-1.989597222E-3,3.516954137E-3
4.844949029E1,-3.291515168E-3,-1.554815331E-3,3.311699489E-3
4.854922129E1,1.912208390E-3,1.233178773E-3,-6.695301272E-5
4.864895246E1,3.908567596E-4,5.394634791E-4,1.282568555E-3
4.874868346E1,3.322249511E-3,-3.834930831E-4,2.341243904E-3
4.884841446E1,5.438153166E-4,-3.133079270E-3,1.936481334E-3
4.894814546E1,2.795373555E-3,-2.589239739E-5,1.046047895E-3
4.904787646E1,1.681165188E-3,-5.434615305E-4,1.496349229E-3
4.914760746E1,-3.198173363E-3,-2.204087796E-4,-1.487213885E-3
4.924733746E1,-3.427829128E-3,-1.192635973E-3,-2.069351031E-4
4.934706846E1,1.409182209E-3,-7.704204181E-4,2.291940385E-3
4.944679946E1,-2.740131225E-3,1.655557426E-4,-2.196625108E-3
4.954653046E1,-3.338317852E-3,-6.556442240E-4,-1.705659088E-4
4.964626133E1,-7.524484536E-4,-9.172788123E-5,1.295633614E-3
4.974599233E1,1.435754821E-3,-1.756807324E-3,1.415242907E-3
4.984572233E1,-1.669783262E-3,-2.573803649E-4,-8.455140633E-4
4.994545333E1,3.939048387E-3,2.247862052E-3,-6.691192393E-4
5.004518433E1,1.444315072E-3,1.653474523E-3,-6.284253905E-4
5.014491533E1,5.670561222E-5,-6.336127990E-4,4.537053872E-3
5.024464633E1,-8.142238948E-5,6.642799126E-4,1.474889577E-3
5.034437733E1,2.308717929E-3,-1.597786904E-4,1.242068131E-3
5.044410833E1,-4.855325969E-4,-1.979317516E-3,3.335854970E-3
5.054383833E1,-3.324179910E-3,1.392512117E-3,9.608264081E-4
5.064356854E1,-1.663233154E-3,3.904157202E-4,6.114466232E-4
5.074329954E1,-1.209133770E-3,-1.883621095E-3,2.185660647E-3
5.084303054E1,-1.916961512E-3,7.056973991E-4,-1.453321544E-3
5.094276154E1,1.772817224E-3,2.290085889E-3,-2.900041291E-4
5.104249254E1,8.805647376E-4,1.343462849E-3,-1.366965123E-3
5.114222254E1,-3.561137710E-4,-2.948824316E-3,-3.438835265E-4
5.124195354E1,3.114209278E-3,1.373098348E-4,-1.102427603E-3
5.134168454E1,1.576930285E-3,3.052678891E-3,-3.455651924E-3
5.144141554E1,-2.649506554E-3,-2.688029548E-3,1.336555229E-3
5.154114654E1,-3.177438397E-3,3.825180465E-4,2.721578116E-3
5.164087817E1,-7.444447256E-4,5.326625542E-4,-1.262008096E-3
5.174060817E1,1.584111247E-3,2.348148264E-3,-1.148933778E-3
5.184033917E1,2.534341998E-3,-5.494859070E-4,1.826144988E-3
5.194007017E1,3.334693029E-4,1.342947944E-4,1.362616662E-3
5.203980117E1,9.592795395E-4,-3.087799298E-3,2.647698857E-3
5.213953217E1,2.393578645E-3,1.439493150E-3,4.374020500E-4
5.223926217E1,1.726722694E-3,-1.125884010E-3,-1.390032237E-3
5.233899317E1,-3.283988917E-4,-4.870060657E-4,2.507181372E-3
5.243872417E1,-1.194707234E-3,6.727855070E-4,2.743899124E-3
5.253845517E1,-5.283787847E-3,-5.417418433E-4,8.159991121E-4
5.263818592E1,9.482118185E-4,-1.492298325E-4,4.732903908E-4
5.273791592E1,-1.462748740E-3,-1.042152755E-3,2.489098348E-3
5.283764692E1,-2.768327948E-3,1.766749192E-4,-6.991362898E-5
5.293737792E1,2.292981837E-3,-8.953295182E-4,1.311497996E-3
5.303710892E1,3.359172726E-3,1.567112748E-3,-3.030569293E-3
5.313683992E1,-5.958472611E-4,2.076434437E-3,-2.239812864E-3
5.323656992E1,-4.143493250E-3,1.013906440E-4,3.463551402E-4
5.333630092E1,2.423963742E-4,9.841775754E-4,1.456926111E-3
5.343603192E1,3.782588756E-4,-2.336377744E-3,-2.496114699E-3
5.353576292E1,-2.074732212E-3,-1.012093853E-3,1.122581074E-3
5.363549446E1,-3.182032378E-3,-2.100174781E-3,2.330041956E-3
5.373522446E1,-1.277150819E-3,-1.473967917E-3,1.865121420E-3
5.383495546E1,5.018013762E-4,-3.399563255E-3,1.823580591E-3
5.393468646E1,-1.579331467E-3,-7.554749027E-5,-1.091650804E-3
5.403441746E1,2.631253563E-3,-2.074987278E-4,-1.209095819E-3
5.413414846E1,1.860167598E-3,7.413016283E-4,-2.734924201E-4
5.423387846E1,2.295560553E-4,8.143181913E-4,-3.541376791E-4
5.433360946E1,1.945364522E-3,1.005993108E-4,8.771144785E-4
5.443334046E1,-4.121707752E-4,-5.787189002E-4,3.898558207E-4
5.453307146E1,3.472135868E-4,-6.296191132E-4,-2.348326845E-3
5.463280104E1,3.789019538E-4,-1.767538721E-3,4.967732821E-4
5.473253204E1,2.055410994E-3,-6.208941340E-4,2.501418814E-3
5.483226304E1,-1.312898356E-3,1.202104730E-3,-3.186500981E-4
5.493199404E1,-1.233106595E-3,5.242024781E-5,2.060140949E-3
5.503172404E1,2.095663454E-3,2.124632942E-3,3.465078771E-5
5.513145504E1,-1.123950933E-3,1.744088251E-3,1.210512593E-3
5.523118604E1,-1.552992850E-3,-2.381742001E-3,6.400551647E-4
5.533091704E1,9.447764605E-4,1.048064092E-3,1.182385022E-3
5.543064704E1,-2.628082642E-3,-1.732301665E-3,2.587571274E-3
5.553037804E1,-5.049085245E-3,1.017013215E-3,5.176130217E-4
5.563010929E1,-6.945912610E-4,-8.994715754E-4,2.548970515E-3
5.572984029E1,1.162687200E-3,-1.124900999E-3,2.200608607E-3
5.582957029E1,-3.738075029E-4,1.651287079E-3,-1.479114639E-3
5.592930129E1,2.092648763E-3,-7.980908267E-4,1.448668772E-3
5.602903229E1,2.131845569E-3,-1.530403970E-3,1.049365615E-3
5.612876329E1,2.561462577E-3,-9.496373823E-4,-7.899317425E-4
5.622849329E1,2.404298633E-3,-2.484348603E-3,-7.477574982E-4
5.632822429E1,1.722759800E-3,1.133142039E-3,-1.093782950E-3
5.642795529E1,3.623500234E-4,1.223252271E-3,-1.659128466E-4
5.652768629E1,-2.009656746E-3,-3.133191494E-3,3.719092114E-3
5.662741604E1,-1.842147671E-3,-1.914111199E-3,1.040873933E-3
5.672714704E1,2.753189066E-3,-2.361266408E-3,1.445232192E-3
5.682687804E1,-1.039940515E-3,2.661817241E-3,-1.396185718E-3
5.692660804E1,1.255388372E-3,-6.803480210E-4,3.067546990E-3
5.702633904E1,1.047841506E-3,3.265775158E-4,-8.197964635E-4
5.712607004E1,2.496675123E-3,-1.154956990E-3,2.806477714E-4
5.722580104E1,-1.224227133E-3,-3.972347477E-4,2.477176953E-3
5.732553104E1,-3.285362036E-4,1.700742985E-3,-7.384817582E-5
5.742526204E1,-7.657790557E-4,1.496215700E-3,9.449409554E-4
5.752499304E1,-1.233311021E-3,-3.236110322E-3,4.229576327E-3
5.762472292E1,-1.391667756E-3,-2.411493333E-3,1.514737960E-3
5.772445392E1,1.691255951E-3,3.338808892E-4,-2.061125124E-3
5.782418492E1,-1.372925239E-3,-2.469173633E-4,-5.570181529E-4
5.792391592E1,9.802363347E-4,-1.761928317E-3,4.245380871E-3
5.802364592E1,-2.667560242E-3,7.498962805E-5,3.680851078E-4
5.812337692E1,4.401165061E-3,-1.448450959E-3,1.440139022E-4
5.822310792E1,-1.023430726E-3,-1.139231375E-3,-2.416532952E-3
5.832283792E1,-4.575475177E-4,5.287829554E-4,-4.007981042E-4
5.842256892E1,-2.325391397E-3,-2.040135441E-4,6.139269099E-4
5.852229992E1,-5.808345159E-4,-1.080626156E-3,8.986043977E-4
5.862203008E1,-5.315523129E-3,-1.716100145E-3,3.209598595E-3
5.872176108E1,-4.987372085E-4,5.692071281E-4,1.570610330E-4
5.882149208E1,-2.073145006E-3,4.944878165E-4,-2.257063985E-3
5.892122208E1,2.816233318E-4,-1.807388966E-3,-5.876527866E-4
5.902095308E1,-8.826099220E-4,-9.119015886E-4,-1.422683708E-3
5.912068408E1,7.027346874E-4,3.961708862E-4,-2.432512119E-3
5.922041408E1,2.406567801E-3,-8.674922283E-4,-9.113410488E-5
5.932014508E1,-2.209677128E-3,5.146420444E-4,-1.457158010E-3
5.941987608E1,3.103652503E-3,-1.062791329E-3,2.109788358E-3
5.951960608E1,-3.521199804E-3,1.138838707E-4,3.502065549E-3
5.961933692E1,-2.667073160E-3,-2.277821768E-3,-9.305952117E-4
5.971906792E1,-2.201519441E-3,7.347988430E-4,-2.255463623E-4
5.981879792E1,1.619762508E-3,-2.633371390E-3,1.426826115E-3
5.991852892E1,-1.009778818E-3,-1.052978332E-4,-1.018545358E-3
6.001825992E1,3.013489302E-3,1.918700873E-4,-1.171325333E-3
6.011798992E1,2.737409435E-3,-3.530744230E-3,2.387984190E-3
6.021772092E1,1.159739215E-3,-9.525586502E-4,-2.493153792E-3
6.031745192E1,2.012602752E-3,7.114008185E-4,3.390494036E-3
6.041718192E1,-2.032091143E-4,3.372352803E-4,3.905469785E-4
6.051691292E1,1.363998512E-3,3.637019545E-4,-2.065161942E-3
6.061664304E1,9.073531255E-4,1.315236907E-3,1.465710113E-3
6.071637404E1,-3.212477313E-3,-8.157215198E-4,2.410063054E-3
6.081610504E1,2.242351184E-3,6.045322516E-4,-3.518324113E-3
6.091583504E1,-8.265295764E-4,-1.213543932E-3,1.469147857E-3
6.101556604E1,6.505887141E-4,2.534300322E-3,-2.404863480E-3
6.111529704E1,1.923493575E-3,-5.746616516E-4,4.242171999E-4
6.121502704E1,-2.244359348E-5,-6.156879826E-4,1.777848694E-3
6.131475804E1,2.231380902E-3,3.740923712E-4,1.284505939E-3
6.141448904E1,-3.772220109E-3,8.760317578E-4,-1.750529045E-3
6.151421904E1,1.871575136E-3,-3.691622987E-5,5.778244231E-4
6.161395004E1,-6.946197245E-4,-3.126756055E-4,4.687064327E-3
6.171368104E1,-1.226296648E-3,3.441711888E-4,-4.797160509E-4
6.181341104E1,-1.558318618E-3,1.944059506E-3,-3.583197249E-3
6.191314204E1,-2.150778193E-3,-1.011948334E-4,-5.337700713E-4
6.201287304E1,-1.014131005E-3,-2.849917160E-3,1.287362771E-3
6.211260304E1,-3.091135295E-4,2.013398800E-3,3.098046873E-4
6.221233404E1,5.344902631E-3,-1.678928966E-4,-5.414006300E-4
6.231206504E1,1.124311588E-3,-1.163423411E-3,-2.155024791E-3
6.241179504E1,9.675074252E-4,-2.275314182E-5,2.117095282E-4
6.251152604E1,1.650403487E-3,2.237322042E-5,-2.351006493E-3
6.261125742E1,-1.295655966E-3,1.396846958E-3,4.102956736E-4
6.271098742E1,-6.553090643E-4,2.836062340E-4,-8.826226112E-4
6.281071842E1,-1.388481469E-4,-1.714355894E-4,1.823973958E-3
6.291044842E1,-2.489925828E-5,1.891967840E-4,4.316096893E-4
6.301017942E1,-1.109518809E-3,-1.393941347E-4,4.581980174E-4
6.310991042E1,-1.369726146E-3,1.713684178E-3,-2.345049870E-4
6.320964042E1,-2.886164933E-3,-2.616469748E-3,-2.752020955E-4
6.330937142E1,-3.112691338E-4,-4.741810262E-4,-6.722429534E-4
6.340910142E1,-7.802520413E-4,-2.399693476E-4,1.839437871E-3
6.350883242E1,-1.999824308E-4,2.434017370E-4,-1.454582438E-3
6.360856204E1,1.474315650E-4,3.397565801E-3,-4.040675703E-4
6.370829304E1,2.674201969E-3,7.919638301E-4,1.318651834E-3
6.380802304E1,1.548721222E-3,-1.321091782E-3,6.091669202E-4
6.390775404E1,4.835281055E-3,-2.331352327E-3,-1.895835623E-3
6.400748404E1,5.807672278E-4,7.343373727E-5,-3.941939212E-6
6.410721504E1,-1.995440689E-4,7.549614529E-4,1.080620103E-3
6.420694504E1,1.892738394E-3,-6.357174134E-4,-2.352809533E-4
6.430667604E1,-2.663036576E-3,-1.160843531E-4,-3.366232268E-4
6.440640604E1,1.802697778E-3,-2.014097758E-3,2.453457564E-3
6.450613704E1,1.373826177E-3,-1.226584427E-3,3.481878899E-3
6.460586742E1,-8.861586684E-4,1.642094576E-3,2.255097032E-3
6.470559842E1,4.219861003E-4,-5.322336219E-4,-4.195864894E-4
6.480532842E1,4.887545947E-4,-1.977298409E-3,-3.813966177E-4
6.490505942E1,9.779353859E-4,-2.342603169E-3,1.758333179E-3
6.500478942E1,-9.295631316E-4,-1.030027168E-3,-1.896533649E-3
6.510452042E1,3.162039211E-4,1.198545680E-3,-2.226709621E-3
6.520425042E1,1.699640183E-3,8.760200581E-4,-2.276384272E-3
6.530398042E1,1.724670874E-4,-2.387600020E-3,-5.206563510E-4
6.540371142E1,-1.882938552E-3,-1.105461735E-3,-1.241643680E-3
6.550344142E1,1.138705760E-3,7.377096917E-4,-2.163719619E-4
6.560317208E1,5.173570826E-4,1.713023521E-4,1.180872670E-3
6.570290208E1,-1.791710733E-3,6.075400743E-4,-2.180060372E-3
6.580263308E1,-6.692429888E-4,-3.349065781E-3,1.955820713E-3
6.590236308E1,6.333754864E-4,-1.574624330E-4,-1.292031491E-3
6.600209408E1,-2.424403792E-3,-8.102306165E-4,2.657551318E-3
6.610182408E1,-9.649681160E-4,5.003166152E-4,1.513119903E-3
6.620155408E1,4.466916900E-3,2.329622628E-3,5.288720131E-4
6.630128508E1,1.006478677E-3,1.461520209E-3,-1.233982388E-3
6.640101508E1,2.795801032E-3,1.613091910E-3,1.367729041E-3
6.650074608E1,-3.212891170E-4,-1.913095824E-3,2.944678999E-3
6.660047608E1,-2.359299688E-3,1.419926528E-3,-1.715027262E-3
6.670020608E1,-2.036783611E-3,1.016280148E-4,-2.468638588E-3
6.679993708E1,2.181556774E-3,7.127065910E-4,2.068529837E-3
6.689966708E1,-2.631361596E-3,-1.812463161E-4,-5.640031304E-4
6.699939808E1,-1.734271646E-3,1.825671992E-3,-3.552831244E-3
6.709912808E1,-2.101739636E-3,-1.253635273E-4,-2.507039811E-3
6.719885908E1,-1.225710614E-3,9.463841561E-4,-1.499317004E-3
6.729858908E1,2.772721928E-4,-2.424936276E-3,2.240878530E-3
6.739831908E1,2.743842546E-3,-1.760807470E-3,-2.648058580E-4
6.749805008E1,-1.884402009E-3,-1.319731935E-3,3.536132164E-3
6.759777958E1,-1.848132815E-3,1.015847898E-3,2.185886260E-4
6.769751058E1,9.057368152E-4,4.429082619E-4,-1.615628717E-3
6.779724058E1,3.358581802E-3,-1.080364687E-3,-3.107080120E-4
6.789697058E1,-3.222673549E-4,-2.194487955E-3,2.105605789E-3
6.799670158E1,5.704337964E-4,-5.863591796E-4,6.165526574E-4
6.809643158E1,2.995305695E-4,-2.004425041E-4,8.120550774E-5
6.819616258E1,2.535793465E-5,-8.953848155E-4,-1.891488209E-4
6.829589258E1,3.757880302E-3,-2.279212698E-3,1.936488552E-4
6.839562358E1,-3.548974055E-4,2.620245214E-4,5.539960694E-5
6.849535358E1,1.822152641E-3,1.662524301E-4,-2.429237589E-3
6.859508417E1,2.195105422E-3,-7.369666127E-4,-3.776292317E-3
6.869481517E1,-1.253079390E-3,-2.035388025E-5,-4.910230637E-4
6.879454517E1,-1.191031886E-3,-1.496027107E-3,1.547728898E-3
6.889427617E1,5.953971297E-3,-1.033390523E-3,-1.425186289E-3
6.899400617E1,3.208159935E-3,-4.317533749E-4,-5.485411966E-4
6.909373717E1,-1.235000440E-3,-3.340166761E-3,5.484581459E-3
6.919346717E1,-1.242295257E-4,1.282012672E-3,1.125033363E-3
6.929319717E1,3.979821689E-3,2.735340269E-3,-1.304162433E-3
6.939292817E1,-6.698675454E-3,2.386647509E-3,-4.379402380E-4
6.949265817E1,1.002983074E-3,1.728165662E-3,-1.216057572E-3
6.959238933E1,7.687048055E-3,-8.881896501E-4,-3.698551445E-4
6.969211933E1,-5.002086051E-3,1.767338370E-3,-1.338007627E-3
6.979184933E1,5.008178763E-3,-1.900055213E-4,-1.722347457E-3
6.989158033E1,-5.294646136E-3,4.926702240E-4,7.117264438E-3
6.999131033E1,5.588283297E-3,-6.964952918E-4,-2.471414395E-3
7.009104133E1,-1.374344924E-3,-1.154118101E-3,-5.036547780E-3
7.019077133E1,-1.442290493E-3,2.479413524E-3,-2.798063215E-4
7.029050233E1,-2.948196372E-3,2.496700268E-3,-2.146299696E-3
7.039023233E1,3.381364746E-3,-4.864483781E-4,2.870655386E-3
7.048996233E1,-6.451713387E-3,2.330620540E-3,-4.803660326E-3
7.058969292E1,6.712395232E-3,-2.659861930E-3,7.029043045E-3
7.068942292E1,1.170887146E-2,1.389146666E-3,-6.467105821E-3
7.078915392E1,-2.513414365E-4,-8.228823426E-4,-1.253932831E-3
7.088888392E1,7.918763906E-3,2.204318065E-3,-2.551980782E-3
7.098861392E1,1.466584019E-2,1.290470245E-4,-6.625025999E-4
7.108834492E1,9.812778793E-3,-1.480270294E-4,-3.993061837E-3
7.118807492E1,7.257199846E-3,-6.913184188E-5,-2.031262498E-3
7.128780592E1,-1.200574357E-2,-1.398162567E-4,-3.047142876E-3
7.138753592E1,-8.156720549E-3,-4.026479088E-3,1.086863689E-2
7.148726692E1,1.797655970E-2,2.572027035E-3,-6.984091015E-4
7.158699692E1,2.366297692E-2,5.845936830E-4,1.874402515E-3
7.168672679E1,3.819851950E-2,6.762556732E-3,6.752845366E-4
7.178645779E1,3.744102269E-2,9.104221128E-3,4.951348063E-3
7.188618779E1,1.628480852E-2,1.964583294E-3,1.006437466E-2
7.198591879E1,-8.538565598E-3,7.454149891E-3,9.761966765E-3
7.208564879E1,-7.509167306E-3,1.865895651E-2,-2.484508324E-3
7.218537979E1,1.195998304E-2,1.464794856E-2,2.492522355E-3
7.228510979E1,-7.759490400E-4,1.391000114E-2,5.462757777E-3
7.238484079E1,-5.199812818E-3,8.374263532E-3,9.408159181E-3
7.248457079E1,1.960465452E-3,7.226190064E-3,1.073495857E-2
7.258430179E1,9.354579961E-4,5.919422954E-3,1.777185360E-3
7.268403167E1,2.960825339E-3,3.180473577E-3,-1.141755376E-3
7.278376267E1,-4.561711103E-3,-1.043777680E-3,-6.234345492E-3
7.288349267E1,-1.424639951E-2,-6.935875863E-4,-8.214683272E-3
7.298322267E1,6.557339337E-3,2.614166122E-3,-9.491853416E-3
7.308295367E1,2.118648961E-3,-6.003823131E-3,-6.500058342E-3
7.318268367E1,3.397945082E-3,-1.018481143E-2,6.652158685E-3
7.328241467E1,5.185784772E-3,2.235074760E-3,-1.365446765E-2
7.338214467E1,-4.087581765E-3,2.624286106E-3,-1.345809922E-2
7.348187567E1,4.040290602E-3,-5.682166666E-3,-1.124332286E-2
7.358160567E1,1.690931991E-2,1.096392749E-3,-1.253228076E-2
7.368133642E1,7.478526793E-3,-7.312500384E-3,-1.297839568E-3
7.378106742E1,5.321280099E-3,-4.826265387E-3,-1.749373041E-6
7.388079742E1,1.745001040E-2,-3.669403959E-3,1.816379256E-3
7.398052842E1,-4.008469172E-3,-9.605292231E-3,9.704685770E-3
7.408025842E1,9.211437777E-3,3.104491625E-3,-6.172592752E-3
