"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.179252494E2,1.463540480E-3,1.378318528E-3,-3.105618525E-4
3.180249804E2,1.598727424E-3,6.017843727E-3,-6.888725795E-3
3.181247124E2,4.848535173E-5,-1.609995030E-3,5.291816778E-3
3.182244444E2,-5.699248868E-4,4.321840825E-4,1.295197639E-3
3.183241764E2,2.657009754E-4,-9.680170333E-4,-1.325838966E-3
3.184239084E2,7.877380121E-4,5.447819130E-4,-1.308285864E-3
3.185236404E2,-3.180627944E-3,1.834713854E-3,-5.830987357E-5
3.186233724E2,-9.264783002E-3,1.053994871E-3,-2.287896350E-4
3.187231044E2,1.676257816E-4,-1.946485369E-3,2.957285615E-3
3.188228350E2,1.327847014E-3,-1.220534788E-3,-8.761894424E-5
3.189225670E2,1.469268929E-3,4.082226660E-4,-1.023223740E-3
3.190222990E2,-2.539430279E-4,1.058534486E-3,-1.704708906E-3
3.191220310E2,-3.915827256E-3,2.971347421E-3,-5.504515953E-3
3.192217630E2,-2.038210630E-3,-8.268553647E-4,-4.302816233E-4
3.193214950E2,6.039561704E-4,-6.517177098E-4,1.607726328E-3
3.194212270E2,-5.356098409E-4,7.524185348E-4,-2.572343685E-3
3.195209580E2,2.376019955E-3,-2.415088937E-3,2.818828216E-4
3.196206900E2,-3.805680317E-4,3.758629318E-3,-2.028549323E-3
3.197204220E2,-5.297069438E-4,1.767971087E-3,4.606938455E-4
3.198201537E2,7.228273898E-5,5.373125896E-4,-4.578096559E-4
3.199198857E2,7.160498062E-4,-4.985365085E-4,2.276047133E-3
3.200196177E2,-2.312366269E-4,1.470133895E-3,5.082407733E-4
3.201193497E2,-1.560166478E-3,-6.314235507E-4,5.904105492E-4
3.202190807E2,2.737757051E-3,-3.819802951E-4,3.509361763E-3
3.203188127E2,4.731187364E-4,-7.035590243E-4,4.998495569E-4
3.204185447E2,-5.604280159E-4,1.420983695E-3,-2.833157778E-4
3.205182767E2,-5.586066982E-5,3.811847651E-3,-1.066734781E-3
3.206180087E2,-1.870410517E-3,-2.979329554E-3,6.002500886E-4
3.207177407E2,2.364961430E-3,2.686598804E-3,-3.633274464E-3
3.208174727E2,5.940303672E-4,1.851462293E-3,4.187251907E-4
3.209172047E2,-5.630532978E-4,-1.973977778E-3,2.939539263E-3
3.210169367E2,-1.422973583E-4,7.485498791E-4,6.007798947E-5
3.211166687E2,7.046514656E-4,-1.046771882E-3,2.619887237E-4
3.212164007E2,1.132797217E-3,1.090879668E-4,-6.708470173E-4
3.213161327E2,-5.472959951E-3,-8.110967465E-4,7.180341054E-4
3.214158637E2,-3.627490718E-3,1.240336336E-3,4.174279980E-3
3.215155957E2,-5.484963767E-4,3.630830906E-3,1.194062061E-3
3.216153277E2,2.832718892E-4,2.914584475E-3,-1.146067167E-3
3.217150597E2,2.713926835E-3,-2.377566649E-3,9.678289061E-4
3.218147907E2,-2.791790757E-3,-5.263410858E-4,6.402649451E-4
3.219145227E2,-1.613455941E-3,1.314207329E-4,1.875628717E-3
3.220142537E2,9.525242494E-4,-2.653232543E-3,3.587800544E-3
3.221139857E2,-6.084175548E-4,3.382862546E-3,-3.844760824E-3
3.222137177E2,1.117310836E-3,2.176950919E-3,-5.448250100E-3
3.223134497E2,-2.592115197E-5,2.962980419E-3,-4.231194966E-3
3.224131817E2,-5.809241906E-3,-1.989235636E-3,-4.449789412E-4
3.225129137E2,-5.170930643E-3,1.564508770E-3,2.664009808E-4
3.226126447E2,-2.121245489E-3,1.506992267E-4,-2.843552269E-3
3.227123767E2,1.050782623E-3,7.287418703E-5,2.065461827E-3
3.228121087E2,-6.417457014E-3,6.030546501E-5,-1.561566023E-4
3.229118413E2,-6.603357848E-3,-5.074698711E-4,4.029679112E-3
3.230115733E2,2.786275465E-3,5.167943891E-4,-3.351318883E-4
3.231113043E2,-2.573208418E-3,1.724070637E-3,1.180637511E-3
3.232110363E2,4.301868379E-3,-6.831464707E-4,1.111777499E-3
3.233107683E2,6.605155068E-4,-4.358191974E-3,1.724786591E-3
3.234105003E2,1.403460512E-3,-1.690042205E-3,4.134065006E-3
3.235102323E2,3.737861291E-3,1.328051905E-3,8.314941078E-5
3.236099633E2,4.785815254E-3,2.497904934E-3,-2.694261260E-3
3.237096953E2,5.506441928E-3,1.531146583E-3,-1.516320393E-3
3.238094273E2,4.458614159E-3,-2.459388226E-3,1.738308929E-3
3.239091596E2,4.846453667E-4,1.278833370E-4,1.523965038E-4
3.240088916E2,-7.789123338E-3,-5.899557727E-4,-1.756803831E-3
3.241086226E2,5.323986989E-5,9.342762642E-4,-9.406706668E-4
3.242083546E2,1.166022266E-3,-7.246683817E-4,-1.114183106E-3
3.243080866E2,-1.770860981E-3,1.461030333E-4,-1.746814465E-3
3.244078186E2,-8.268476231E-4,6.198100746E-4,1.363994321E-3
3.245075506E2,-6.676899502E-4,-4.294602259E-4,7.353357971E-3
3.246072816E2,2.278781962E-3,-2.224744996E-3,4.075499251E-3
3.247070136E2,-1.102203270E-3,-3.163451562E-3,6.875515683E-4
3.248067456E2,1.039824681E-3,3.743318608E-3,-3.725814633E-3
3.249064773E2,-1.712146099E-3,9.959911695E-4,-2.114727627E-3
3.250062093E2,-2.524517942E-3,-2.030569827E-3,1.456284896E-3
3.251059403E2,-3.790972289E-3,8.806842961E-4,-1.601280412E-3
3.252056723E2,4.134612391E-4,-2.333376091E-3,-7.202965207E-4
3.253054043E2,2.343432978E-3,7.830284885E-4,-1.658955123E-3
3.254051363E2,2.980153542E-3,1.061591320E-4,2.258313354E-3
3.255048673E2,-5.322325975E-3,-3.253003350E-3,1.080021262E-3
3.256045993E2,-1.786245964E-3,1.961854286E-3,-9.721209062E-4
3.257043313E2,-1.256758929E-3,6.018963177E-4,2.227270044E-3
3.258040633E2,-1.714251237E-3,-1.048370730E-3,3.825714346E-3
3.259037943E2,6.519285962E-4,-3.743915586E-4,4.501343705E-3
3.260035263E2,2.155588008E-3,6.086996291E-5,1.376671484E-3
3.261032583E2,1.263719425E-2,-4.423306382E-4,6.360787433E-3
3.262029903E2,2.067024074E-2,7.700867136E-4,-7.909905980E-4
3.263027223E2,1.481578592E-2,1.075630193E-3,-1.764940098E-4
3.264024533E2,1.036388427E-2,2.241838258E-3,-4.969452857E-4
3.265021853E2,2.327945270E-2,1.307932078E-3,-2.735505346E-3
3.266019173E2,2.169326134E-2,-9.644930833E-4,-2.483690390E-3
3.267016493E2,1.828538999E-2,2.265226794E-5,-5.455130711E-3
3.268013803E2,-5.221307511E-4,-8.860463277E-5,-1.284472458E-2
3.269011127E2,5.625725724E-3,-5.143030547E-3,-1.631149650E-2
3.270008447E2,1.203845348E-2,-9.525236674E-3,-1.296682749E-2
3.271005767E2,2.042050473E-3,-1.335318945E-2,-3.866789863E-3
3.272003077E2,2.570876619E-3,-2.236307971E-2,3.194550052E-3
3.273000397E2,4.324478796E-4,-2.276752703E-2,2.687369706E-3
3.273997717E2,1.703715418E-3,-1.206791028E-2,-1.270807721E-2
3.274995037E2,-4.424281418E-3,-1.299970131E-2,-2.050420456E-2
3.275992347E2,1.106111147E-2,-1.394014992E-2,-2.041886933E-2
3.276989667E2,1.419717912E-3,-2.660559863E-2,1.969209872E-3
3.277986987E2,-1.630851254E-2,-2.655262686E-2,-7.805740461E-3
3.278984297E2,-1.540649217E-3,-2.378211729E-2,-6.452316884E-3
3.279981617E2,2.343406668E-3,-6.030524615E-3,-2.066293918E-2
3.280978937E2,-1.732885838E-2,-6.852513645E-3,-2.406289242E-2
3.281976257E2,-7.952957414E-3,-2.223347500E-2,-1.854239963E-2
3.282973567E2,5.114981905E-3,-1.327684522E-2,-2.007493936E-2
3.283970887E2,1.935404353E-2,-1.235986780E-2,-1.644637249E-2
3.284968207E2,6.235335022E-3,-2.123790793E-2,-2.497943304E-2
3.285965527E2,-5.650694016E-3,-1.851071790E-2,-8.336650208E-3
3.286962837E2,-1.815116405E-2,-4.007077217E-2,2.909782901E-2
3.287960157E2,-2.761373110E-2,8.244209923E-3,-5.394501239E-2
3.288957473E2,-2.672594506E-3,1.924069412E-2,-4.048112780E-2
3.289954783E2,-2.568545006E-2,3.074263409E-2,-2.082260512E-2
3.290952103E2,-5.874384195E-2,1.729492471E-2,1.395639963E-2
3.291949423E2,-3.352506086E-2,-2.675869502E-2,6.712031364E-2
3.292946743E2,-6.882735062E-3,-3.139903396E-2,7.065991312E-2
3.293944053E2,-1.410715468E-2,1.698247506E-3,2.708154917E-2
3.294941373E2,-2.779132500E-2,5.538916215E-2,-3.957084939E-2
3.295938693E2,-2.963693626E-2,3.930971771E-2,-3.770665079E-2
3.296936003E2,-3.717790544E-2,8.001671173E-3,2.058756165E-2
3.297933323E2,-1.892958209E-2,-3.748336807E-2,7.479258627E-2
3.298930637E2,-1.137230359E-2,-6.691542268E-2,1.078164726E-1
3.299927947E2,8.356277645E-2,4.373573884E-2,-1.140431874E-2
3.300925267E2,7.993191481E-2,1.298179775E-1,-1.133587584E-1
3.301922587E2,-6.341110915E-3,6.445696950E-2,2.489109896E-2
3.302919907E2,-8.119954169E-2,4.368087649E-2,8.942802250E-2
3.303917217E2,-6.111600250E-2,2.727556229E-2,1.372589320E-1
3.304914537E2,7.553295232E-3,5.004232004E-2,1.113128811E-1
3.305911857E2,-6.732278503E-3,1.021010354E-1,5.115693063E-2
3.306909167E2,-6.724697351E-2,1.982139945E-1,1.265973877E-2
3.307906487E2,1.883342117E-2,1.545352489E-1,4.691758379E-2
3.308903808E2,7.978530973E-2,1.492887139E-1,1.171701550E-1
3.309901118E2,6.408403069E-2,1.561180353E-1,1.866001189E-1
3.310898438E2,1.125887036E-2,1.775187999E-1,1.577462256E-1
3.311895758E2,-1.563494839E-2,2.160903811E-1,1.224373505E-1
3.312893068E2,-3.853818029E-2,2.457766235E-1,1.198472157E-1
3.313890388E2,-2.521493286E-2,2.673459053E-1,1.363483816E-1
3.314887708E2,-3.876925632E-2,2.914257050E-1,1.492830962E-1
3.315885018E2,-3.895372152E-2,3.029338419E-1,1.974081695E-1
3.316882338E2,-2.272472531E-2,3.298681974E-1,1.953910738E-1
3.317879658E2,4.352557939E-3,3.576445580E-1,1.762634367E-1
3.318876968E2,1.753865555E-2,3.458977044E-1,1.862674803E-1
3.319874288E2,4.905064777E-2,3.080955744E-1,2.666989565E-1
3.320871608E2,5.239729211E-2,3.592564464E-1,2.348330319E-1
3.321868918E2,-7.275269367E-3,3.998199403E-1,2.081981152E-1
3.322866238E2,-1.131305285E-2,3.966606557E-1,2.592381239E-1
3.323863548E2,-3.209920228E-2,3.420627415E-1,3.207925260E-1
3.324860868E2,8.672866970E-3,3.782227337E-1,3.115020990E-1
3.325858188E2,9.776265360E-3,4.393944740E-1,2.684671581E-1
3.326855498E2,1.652381383E-2,4.324944615E-1,2.269522101E-1
3.327852818E2,-1.435741410E-2,3.560487330E-1,3.121162653E-1
3.328850138E2,2.154210024E-2,3.571861982E-1,2.982062995E-1
3.329847448E2,2.515965886E-2,3.670972884E-1,2.732111812E-1
3.330844768E2,3.493608534E-2,3.801983595E-1,2.177033424E-1
3.331842088E2,-4.369451851E-2,3.070257604E-1,2.132297456E-1
3.332839398E2,-6.023871899E-2,3.130511940E-1,1.446076632E-1
3.333836718E2,-1.354597602E-2,3.074302375E-1,1.696260422E-1
3.334834028E2,-5.645364057E-3,2.988342345E-1,1.614184827E-1
3.335831348E2,1.005194113E-1,2.764008641E-1,2.547424734E-1
3.336828668E2,2.256987616E-2,3.217637241E-1,2.159670740E-1
3.337825978E2,-7.267738227E-3,3.048070371E-1,2.112672478E-1
3.338823297E2,-1.991620474E-2,2.855534256E-1,2.105855942E-1
3.339820617E2,-3.590603918E-2,2.584025264E-1,2.477016896E-1
3.340817927E2,-2.736757696E-2,2.588161230E-1,2.246485651E-1
3.341815247E2,-3.191922791E-3,2.623295486E-1,1.978242695E-1
3.342812557E2,-1.257654559E-2,2.407143712E-1,1.661748886E-1
3.343809877E2,2.260972187E-2,2.108811289E-1,1.512245536E-1
3.344807197E2,5.868288130E-2,1.416474283E-1,1.757934093E-1
3.345804507E2,1.960453764E-2,1.130745113E-1,1.324909776E-1
3.346801827E2,-1.589091728E-3,1.037522703E-1,8.683384955E-2
3.347799147E2,-6.373154931E-3,7.332440466E-2,7.143680751E-2
3.348796459E2,2.234589309E-3,8.171931654E-2,6.657548994E-2
3.349793779E2,-9.229207411E-3,1.128338426E-1,3.183423355E-2
3.350791089E2,-2.263602614E-2,1.109386832E-1,3.249647468E-2
3.351788409E2,6.084579974E-3,8.932653815E-2,5.893086642E-2
3.352785729E2,1.761979610E-2,8.872839063E-2,7.639800757E-2
3.353783039E2,1.884161495E-2,7.617364079E-2,7.123092562E-2
3.354780359E2,-3.894895781E-3,4.569236189E-2,6.676798314E-2
3.355777679E2,1.027463377E-2,3.278685361E-2,3.812732175E-2
3.356774989E2,3.332374617E-2,1.810890064E-2,5.688358098E-2
3.357772309E2,-2.133804187E-2,8.620289713E-2,-3.150782362E-2
3.358769617E2,-2.229710668E-2,6.869027019E-2,1.104843616E-2
3.359766937E2,-9.508902207E-3,4.340448976E-2,4.510024935E-2
3.360764257E2,-1.482134336E-3,6.194435060E-2,2.678142674E-2
3.361761567E2,-1.722648740E-2,4.491243139E-2,4.234162718E-2
3.362758887E2,-3.476705402E-2,4.209548235E-2,4.042551666E-2
3.363756207E2,-2.243766002E-2,5.802239850E-2,2.022141777E-2
3.364753517E2,-3.553344682E-2,5.179999396E-2,1.878572442E-2
3.365750837E2,-1.353812404E-2,3.568195179E-2,3.569744900E-2
3.366748147E2,1.437856443E-2,4.391301051E-2,1.594505459E-2
3.367745467E2,-3.227315377E-3,4.284794629E-2,1.219677366E-2
3.368742787E2,9.766215226E-4,2.994956821E-2,1.993335225E-2
3.369740097E2,-1.925731264E-2,2.779205889E-2,2.253250778E-2
3.370737417E2,-1.530994847E-2,3.948825970E-2,1.563109271E-2
3.371734737E2,2.403319627E-2,4.428807646E-2,1.736534201E-2
3.372732047E2,1.266760845E-2,3.240725771E-2,3.762343153E-2
3.373729367E2,-6.413064897E-2,3.254809976E-2,4.441940784E-2
3.374726677E2,-7.749058306E-2,3.519942239E-2,6.062637642E-2
3.375723997E2,-5.781407654E-2,6.621000916E-2,1.821059547E-2
3.376721317E2,1.731892116E-2,6.112467870E-2,3.767323494E-2
3.377718627E2,-1.532010734E-2,6.567771733E-2,4.511652887E-2
3.378715951E2,2.496628324E-3,9.429350495E-2,4.777885601E-2
3.379713271E2,3.600665554E-2,8.974400908E-2,8.777147532E-2
3.380710581E2,2.987914719E-2,1.119505018E-1,8.431289345E-2
3.381707901E2,1.967724040E-2,1.266220063E-1,6.252840906E-2
3.382705211E2,-2.431703964E-3,1.335420609E-1,9.199384600E-2
3.383702531E2,-6.109134853E-2,1.067491248E-1,1.441878229E-1
3.384699851E2,9.306070209E-2,1.149149761E-1,1.507048607E-1
3.385697161E2,1.071664914E-1,1.315270662E-1,1.470620781E-1
3.386694481E2,1.235604361E-1,1.406771690E-1,1.250405312E-1
3.387691791E2,-7.780142128E-3,1.144882739E-1,1.511894017E-1
3.388689110E2,-4.554697126E-2,1.223971248E-1,1.212233976E-1
3.389686430E2,-1.491258107E-2,1.066671759E-1,1.447632015E-1
3.390683740E2,1.416926365E-2,1.240681782E-1,1.264401078E-1
3.391681060E2,9.624351747E-3,1.308526397E-1,8.970634639E-2
3.392678370E2,2.499105781E-2,1.273529828E-1,7.400062680E-2
3.393675690E2,-1.592025906E-2,1.330590546E-1,7.772132009E-2
3.394673010E2,-1.474461425E-2,1.313124597E-1,9.721936285E-2
3.395670320E2,-2.255139407E-4,1.339446008E-1,9.573015571E-2
3.396667640E2,4.239428323E-3,1.202261671E-1,1.088026986E-1
3.397664950E2,7.146229502E-3,1.166172400E-1,1.021346524E-1
3.398662270E2,1.278351899E-2,1.049402654E-1,8.951111883E-2
3.399659590E2,1.063793898E-2,9.790515155E-2,6.527572870E-2
3.400656900E2,3.605087055E-3,9.103460610E-2,4.826901481E-2
3.401654220E2,1.122084912E-3,8.286178857E-2,4.388961568E-2
3.402651530E2,-1.968870172E-3,6.496765465E-2,3.856047615E-2
3.403648850E2,7.510726340E-3,6.067666039E-2,4.174359515E-2
3.404646170E2,1.137702912E-2,5.316053331E-2,3.847711906E-2
3.405643480E2,6.084438879E-3,4.452834278E-2,3.219776601E-2
3.406640800E2,3.283622209E-5,4.097512737E-2,3.231014684E-2
3.407638110E2,6.949347910E-3,6.096474454E-2,1.167841628E-2
3.408635433E2,2.017110400E-2,4.326770082E-2,2.297233231E-2
3.409632753E2,2.764252480E-3,3.256528080E-2,2.206499875E-2
3.410630063E2,4.672619514E-3,3.495732695E-2,4.282028228E-2
3.411627383E2,1.150019187E-2,3.859107941E-2,4.823305458E-2
3.412624703E2,2.140140720E-2,3.420108929E-2,3.296581283E-2
3.413622013E2,2.083619311E-2,4.234281927E-2,1.268728357E-2
3.414619333E2,3.263881803E-2,4.832840711E-2,2.714175265E-3
3.415616643E2,2.655313583E-3,4.261824861E-2,8.011985570E-3
3.416613963E2,8.966613561E-3,4.784826562E-2,3.752009943E-2
3.417611283E2,1.168899890E-2,7.799101621E-2,5.541654676E-2
3.418608588E2,1.479038596E-2,1.212009043E-1,5.769178271E-2
3.419605908E2,6.668141112E-3,1.362838745E-1,7.273109257E-2
3.420603228E2,2.065825835E-2,1.582070291E-1,8.041111380E-2
3.421600538E2,-3.390379250E-3,1.895754635E-1,8.661904186E-2
3.422597858E2,-3.328159451E-2,2.215123773E-1,1.172238290E-1
3.423595168E2,-9.500086308E-3,2.471513450E-1,1.325170696E-1
3.424592488E2,-2.902652603E-3,2.611806989E-1,1.742887050E-1
3.425589808E2,-1.679295301E-2,2.570551634E-1,2.049452960E-1
3.426587118E2,-4.583004490E-2,2.879710793E-1,2.135578394E-1
3.427584438E2,-5.914138258E-2,3.186568320E-1,1.949420869E-1
3.428581757E2,-5.694982782E-2,3.618451357E-1,1.786898822E-1
3.429579067E2,-2.051522955E-2,3.875834942E-1,2.027617246E-1
3.430576387E2,2.514205175E-3,3.813135624E-1,2.351788431E-1
3.431573707E2,-1.939701848E-2,3.665541112E-1,2.708181739E-1
3.432571017E2,-2.383002639E-2,3.951698840E-1,2.483817041E-1
3.433568337E2,-2.130878530E-2,3.919393122E-1,2.718898654E-1
3.434565657E2,-1.121389680E-2,3.831728995E-1,2.859533131E-1
3.435562967E2,-1.160809584E-2,3.643081188E-1,2.946881056E-1
3.436560287E2,-8.642614819E-3,3.293791711E-1,3.022699654E-1
3.437557607E2,-4.990696441E-3,3.270586133E-1,2.554592192E-1
3.438554918E2,-2.061991580E-2,2.951346338E-1,2.181194127E-1
3.439552238E2,-1.451173984E-2,2.946278453E-1,1.546351165E-1
3.440549558E2,1.072279876E-3,3.078587055E-1,1.182629839E-1
3.441546868E2,8.301499486E-2,2.468972504E-1,2.003885955E-1
3.442544188E2,-4.054433666E-3,1.422613114E-1,2.772428989E-1
3.443541508E2,-5.879388005E-2,1.788248271E-1,1.760139018E-1
3.444538818E2,1.026132610E-2,1.886584163E-1,9.763132036E-2
3.445536138E2,2.988912910E-2,1.256936491E-1,4.867498204E-2
3.446533458E2,8.853752911E-2,6.782554835E-2,6.893950701E-2
3.447530768E2,5.661255494E-2,6.553129107E-2,6.894671172E-2
3.448528092E2,-4.673711583E-2,6.891966611E-2,3.660808504E-2
3.449525412E2,-1.070794314E-1,6.608143449E-2,3.271105886E-2
3.450522722E2,-7.251740992E-2,7.604406774E-2,1.945291273E-2
3.451520042E2,-5.975360796E-2,8.664713055E-2,7.838058285E-3
3.452517362E2,3.322651237E-2,8.482948691E-2,2.478520945E-2
3.453514672E2,4.937577248E-2,6.745018810E-2,8.546085656E-2
3.454511992E2,-2.977130003E-2,6.633803993E-2,8.275955915E-2
3.455509312E2,-6.649825722E-2,3.490978479E-2,9.327344596E-2
3.456506622E2,-7.927677780E-2,1.578711905E-2,6.474103779E-2
3.457503942E2,3.745824844E-2,3.745889664E-2,5.614768714E-2
3.458501257E2,9.905718267E-3,8.323223889E-2,-2.414182760E-2
3.459498567E2,3.502085060E-2,3.819431365E-2,4.192850366E-2
3.460495887E2,-1.048150212E-1,1.707778871E-2,4.238495976E-2
3.461493207E2,-9.168871492E-2,4.595920071E-2,1.434325334E-2
3.462490527E2,-4.734643735E-3,4.498368502E-2,1.403919794E-2
3.463487837E2,4.082174599E-2,5.336180702E-2,3.152054269E-4
3.464485157E2,-1.809044974E-3,3.933401778E-2,2.107611485E-2
3.465482477E2,6.431433838E-3,1.059254818E-2,5.053145438E-2
3.466479787E2,-1.015391015E-2,1.804474369E-2,3.908649459E-2
3.467477107E2,7.669529878E-4,1.102872379E-2,3.911260888E-2
3.468474432E2,9.526699781E-3,1.249680761E-2,1.719482429E-2
3.469471752E2,-1.419810951E-2,4.858842492E-2,-4.947849363E-2
3.470469062E2,-3.781604767E-2,2.049135044E-2,-1.104107406E-2
3.471466382E2,-1.014835835E-1,-2.715267707E-3,3.352930397E-2
3.472463702E2,-5.098567158E-2,1.399629656E-2,2.749390528E-2
3.473461012E2,-1.409226842E-2,2.606337145E-2,-1.825096086E-3
3.474458332E2,-4.288692726E-4,5.469957832E-3,1.000852976E-2
3.475455652E2,-9.708324447E-3,-2.057314478E-2,3.390746191E-2
3.476452972E2,-1.890518330E-2,-7.825898938E-3,6.426839158E-3
3.477450282E2,5.791805219E-3,5.715551670E-4,6.493412890E-3
3.478447602E2,-1.786244288E-2,-2.707366645E-2,3.740884736E-2
3.479444922E2,1.266851723E-1,1.595250145E-2,-3.368452564E-2
3.480442232E2,2.450338937E-2,-2.237027278E-3,-1.775347255E-2
3.481439552E2,8.919288963E-2,1.483389828E-2,-2.836415917E-2
3.482436872E2,-1.449758559E-1,3.092173487E-3,-1.741499454E-2
3.483434192E2,-3.193351999E-2,-9.992685169E-3,5.506309681E-3
3.484431502E2,-1.299093515E-1,5.401846021E-2,-8.884084225E-2
3.485428822E2,5.493409932E-2,6.178912148E-2,-1.168209314E-1
3.486426142E2,-5.019661412E-2,-4.484206438E-2,5.966620520E-2
3.487423462E2,-8.729178458E-2,-5.692855269E-2,6.762586534E-2
3.488420772E2,-5.696248263E-3,3.898406401E-2,-1.909639500E-2
3.489418092E2,1.386044733E-2,-6.011474878E-2,5.434321612E-2
3.490415412E2,-2.801812813E-2,-5.890462920E-2,3.376443312E-2
3.491412732E2,2.781290561E-3,-5.332831666E-2,5.735869333E-2
3.492410042E2,1.937994920E-2,-6.809548941E-4,-3.294880688E-2
3.493407362E2,-6.318336725E-2,2.370108478E-2,-4.158517346E-2
3.494404682E2,-7.591336221E-2,2.119329758E-2,-3.420504928E-2
3.495402002E2,2.789925039E-2,-3.019600920E-2,5.316542834E-2
3.496399322E2,1.190583780E-2,1.533264108E-2,-2.796794474E-2
3.497396632E2,1.469539665E-2,2.799354866E-2,-5.180936679E-2
3.498393952E2,2.405734807E-1,-2.217875607E-2,3.917008638E-2
3.499391270E2,2.216969579E-1,-7.263592444E-3,3.305850318E-3
3.500388590E2,2.025289461E-2,3.697127476E-2,-3.157036752E-2
3.501385900E2,-4.668565989E-1,-2.704839781E-2,2.590886317E-2
3.502383220E2,-5.944818258E-1,-3.550144285E-2,3.470816184E-3
3.503380540E2,-2.484220266E-1,-2.415840700E-2,3.837449104E-2
3.504377860E2,4.124216139E-1,1.904856227E-2,-3.688167408E-2
3.505375180E2,5.294593573E-1,1.833810844E-2,-2.806446888E-2
3.506372490E2,2.041322887E-1,-1.001571584E-2,-2.047684602E-2
3.507369810E2,-2.087715715E-1,-3.966193646E-2,1.702673733E-2
3.508367130E2,-2.256705761E-1,-2.077304758E-2,2.323269611E-3
3.509364446E2,-4.170498997E-2,-1.990225911E-2,-1.332347933E-2
3.510361766E2,1.848277748E-1,-6.671003997E-2,3.473418206E-2
3.511359076E2,1.579102278E-1,-2.951278817E-3,-5.837444961E-2
3.512356396E2,-2.857475542E-2,-4.846864846E-3,-4.029797018E-2
3.513353716E2,1.107933186E-2,-3.232825175E-2,6.551701576E-3
3.514351036E2,-1.125869527E-1,-1.161498297E-2,-2.143732272E-2
3.515348356E2,6.674014777E-2,-1.204190124E-2,-8.569329977E-3
3.516345676E2,4.846858792E-5,-1.036570687E-2,-1.228710264E-2
3.517342986E2,-5.180346966E-2,-2.717250213E-2,9.860655293E-3
3.518340306E2,-1.303551532E-2,3.940423485E-3,-2.440184169E-2
3.519337626E2,2.487973124E-2,1.640677080E-2,-3.794200346E-2
3.520334946E2,3.613455221E-2,3.301565349E-2,-8.781447262E-2
3.521332266E2,5.817511305E-2,-2.091989294E-2,1.244512759E-2
3.522329576E2,-2.700086683E-2,3.049799986E-2,-3.326351196E-2
3.523326896E2,-1.261967272E-1,2.872506157E-2,-5.949961022E-3
3.524324216E2,-4.393633828E-2,2.232132107E-2,1.810041722E-4
3.525321536E2,-3.074629605E-2,5.450780038E-3,1.774748974E-2
3.526318856E2,-6.767605990E-2,9.486403316E-3,1.046771649E-2
3.527316176E2,6.562022865E-2,1.084296033E-2,-6.012419704E-3
3.528313486E2,2.897959203E-2,5.458359141E-3,-2.514154464E-2
3.529310816E2,3.506157920E-2,2.515340410E-2,-3.924974427E-2
3.530308136E2,-1.185573451E-2,4.211310670E-2,-2.028992027E-2
3.531305456E2,1.156344451E-2,1.498305798E-2,3.260526806E-2
3.532302776E2,-5.688055605E-2,3.083959036E-2,5.740998313E-3
3.533300096E2,1.370047871E-2,-6.833328865E-3,1.131235901E-2
3.534297416E2,2.236971408E-1,5.028628558E-2,-2.617751434E-2
3.535294726E2,-2.952816710E-2,1.072421223E-1,-9.575803578E-2
3.536292046E2,-1.154965237E-1,7.849477232E-2,-5.035768077E-2
3.537289366E2,-1.874651201E-2,-2.104424872E-2,5.445236713E-2
3.538286686E2,-1.124234051E-1,4.456797149E-3,1.908637770E-2
3.539283999E2,2.396153659E-2,-1.119721122E-2,2.569821849E-2
3.540281319E2,1.952265576E-2,-2.370752953E-2,2.210066654E-2
3.541278639E2,5.772399716E-3,-7.698029745E-3,-2.066399157E-2
3.542275949E2,-5.479531363E-3,9.962460026E-4,-4.466584325E-2
3.543273269E2,-1.850023400E-3,-1.745595783E-2,4.712765105E-3
3.544270589E2,-4.618766159E-2,-4.889698699E-2,2.890900150E-2
3.545267909E2,7.894881070E-2,-3.984818235E-2,6.907373667E-3
3.546265229E2,1.288242042E-1,-2.142537385E-2,-2.024228685E-3
3.547262549E2,6.609850097E-3,-8.683091961E-3,-7.434331812E-3
3.548259869E2,-3.952242807E-2,-1.057851780E-2,-1.209513843E-2
3.549257188E2,-5.873749033E-2,-1.355228387E-2,6.258865818E-3
3.550254508E2,-4.543291032E-2,1.790010184E-2,-1.142826583E-2
3.551251818E2,4.149208590E-2,2.995515242E-2,-1.753210090E-2
3.552249138E2,4.927188158E-3,9.925050661E-3,1.264561154E-2
3.553246458E2,3.248338401E-2,1.584158279E-2,7.635947317E-3
3.554243778E2,-4.082397744E-2,2.700056648E-3,8.955026977E-3
3.555241098E2,-5.604352430E-2,7.656772155E-3,-8.223620243E-4
3.556238418E2,-9.454948455E-2,2.911869437E-2,-1.173692103E-2
3.557235738E2,1.807494834E-2,1.841335930E-2,-5.639208015E-3
3.558233058E2,5.256553739E-2,1.387618482E-2,1.392780058E-2
3.559230380E2,8.713696152E-3,8.707335219E-3,3.196220845E-2
3.560227690E2,-2.496983670E-2,3.894376568E-3,2.209322713E-2
3.561225010E2,-7.183771580E-2,-1.976874098E-2,3.550514951E-2
3.562222330E2,-7.735596970E-3,-2.373282984E-2,2.427806705E-2
3.563219650E2,-4.497314245E-2,2.747806953E-3,-8.327010088E-3
