"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.332546290E2,4.546359888E1,-7.362304337E1,3.090000000E1,3.858333333E0,2.342977142E2,3.000000000E1,5.700000000E1
6.342607750E2,4.546358612E1,-7.362306861E1,3.120000000E1,2.520777778E0,2.342977142E2,3.000000000E1,5.700000000E1
6.352630990E2,4.546358209E1,-7.362307658E1,3.120000000E1,8.231111111E-1,2.342977142E2,5.000000000E1,9.500000000E1
6.362523750E2,4.546358141E1,-7.362307791E1,3.150000000E1,0.000000000E0,2.342977142E2,5.000000000E1,9.500000000E1
6.372423030E2,4.546358108E1,-7.362307857E1,3.150000000E1,0.000000000E0,2.342977142E2,5.000000000E1,9.500000000E1
6.382326579E2,4.546357136E1,-7.362309779E1,3.160000000E1,5.658888889E-1,2.342977142E2,5.000000000E1,9.500000000E1
6.392374040E2,4.546356162E1,-7.362311705E1,3.140000000E1,1.646222222E0,2.342977142E2,3.000000000E1,5.700000000E1
6.402311400E2,4.546354650E1,-7.362314694E1,3.120000000E1,2.778000000E0,2.342977142E2,3.000000000E1,5.700000000E1
6.412171719E2,4.546353006E1,-7.362317945E1,3.120000000E1,3.035222222E0,2.342977142E2,3.000000000E1,5.700000000E1
6.422144049E2,4.546349800E1,-7.362321200E1,3.140000000E1,4.167000000E0,2.342977142E2,3.000000000E1,5.700000000E1
6.432051350E2,4.546349600E1,-7.362328000E1,3.130000000E1,4.990111111E0,2.747000000E2,3.000000000E1,5.700000000E1
6.442013700E2,4.546346417E1,-7.362340635E1,3.130000000E1,6.121888889E0,3.024094543E2,3.000000000E1,5.700000000E1
6.451963930E2,4.546349577E1,-7.362347710E1,3.100000000E1,6.379111111E0,3.024094543E2,3.000000000E1,5.700000000E1
6.461990479E2,4.546352700E1,-7.362354699E1,3.070000000E1,6.379111111E0,3.024094543E2,1.000000000E1,1.900000000E1
6.471673520E2,4.546355513E1,-7.362360997E1,3.030000000E1,5.813222222E0,3.024094543E2,1.000000000E1,1.900000000E1
6.481857170E2,4.546358327E1,-7.362367295E1,3.010000000E1,5.813222222E0,3.024094543E2,3.000000000E1,5.700000000E1
6.491761680E2,4.546361426E1,-7.362374234E1,2.960000000E1,5.813222222E0,3.024094543E2,3.000000000E1,5.700000000E1
6.501846470E2,4.546364052E1,-7.362380111E1,2.930000000E1,5.247333333E0,3.024094543E2,3.000000000E1,5.700000000E1
6.512695900E2,4.546366706E1,-7.362386052E1,2.900000000E1,4.990111111E0,3.024094543E2,3.000000000E1,5.700000000E1
6.522803290E2,4.546368806E1,-7.362390753E1,2.910000000E1,4.167000000E0,3.024094543E2,3.000000000E1,5.700000000E1
6.532610539E2,4.546370430E1,-7.362394341E1,2.890000000E1,3.343888889E0,3.024969177E2,3.000000000E1,5.700000000E1
6.542581480E2,4.546371571E1,-7.362396886E1,2.880000000E1,2.520777778E0,3.024969177E2,3.000000000E1,5.700000000E1
6.552572360E2,4.546372338E1,-7.362398597E1,2.860000000E1,1.389000000E0,3.024969177E2,3.000000000E1,5.700000000E1
6.562489990E2,4.546373557E1,-7.362401317E1,2.840000000E1,1.646222222E0,3.024969177E2,3.000000000E1,5.700000000E1
6.572434449E2,4.546374857E1,-7.362404217E1,2.830000000E1,2.520777778E0,3.024969177E2,3.000000000E1,5.700000000E1
6.582368180E2,4.546376316E1,-7.362407473E1,2.810000000E1,2.778000000E0,3.024969177E2,3.000000000E1,5.700000000E1
6.592218189E2,4.546377996E1,-7.362411220E1,2.800000000E1,3.343888889E0,3.024969177E2,3.000000000E1,5.700000000E1
6.602332660E2,4.546379487E1,-7.362414547E1,2.780000000E1,3.035222222E0,3.024969177E2,3.000000000E1,5.700000000E1
6.612212709E2,4.546381137E1,-7.362418258E1,2.770000000E1,3.343888889E0,3.021546936E2,3.000000000E1,5.700000000E1
6.622245879E2,4.546382598E1,-7.362421561E1,2.750000000E1,3.035222222E0,3.021546936E2,3.000000000E1,5.700000000E1
6.632201840E2,4.546383717E1,-7.362424090E1,2.750000000E1,2.212111111E0,3.021546936E2,3.000000000E1,5.700000000E1
6.642344220E2,4.546385188E1,-7.362427416E1,2.740000000E1,2.520777778E0,3.021546936E2,3.000000000E1,5.700000000E1
6.652051719E2,4.546386184E1,-7.362429667E1,2.720000000E1,2.212111111E0,3.021546936E2,1.000000000E1,1.900000000E1
6.662006130E2,4.546386943E1,-7.362431382E1,2.720000000E1,1.646222222E0,3.021546936E2,1.000000000E1,1.900000000E1
6.672078110E2,4.546387521E1,-7.362432690E1,2.690000000E1,1.131777778E0,3.021546936E2,1.000000000E1,1.900000000E1
6.681923710E2,4.546387948E1,-7.362433656E1,2.670000000E1,8.231111111E-1,3.021546936E2,1.000000000E1,1.900000000E1
6.691917030E2,4.546388284E1,-7.362434414E1,2.680000000E1,5.658888889E-1,3.021546936E2,1.000000000E1,1.900000000E1
6.701841190E2,4.546388375E1,-7.362434621E1,2.660000000E1,0.000000000E0,3.021546936E2,1.000000000E1,1.900000000E1
6.712779039E2,4.546388467E1,-7.362434828E1,2.650000000E1,0.000000000E0,3.021546936E2,1.000000000E1,1.900000000E1
6.722401340E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,1.000000000E1,1.900000000E1
6.732719619E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.742582430E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.752602229E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.762520089E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.772499110E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.782367259E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.792372730E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.802324460E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.812676029E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
6.822180539E2,4.546388467E1,-7.362434828E1,2.620000000E1,0.000000000E0,3.021546936E2,3.000000000E1,5.700000000E1
