"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.747948276E2,-2.986289978E-1,7.784861298E0,5.972430267E0
3.748945595E2,-2.466870117E-1,7.771239624E0,5.989794159E0
3.749942915E2,-2.817141724E-1,7.815996552E0,6.020630035E0
3.750940235E2,-2.972817993E-1,7.769593048E0,5.982010345E0
3.751937555E2,-2.856060791E-1,7.789501648E0,5.973627777E0
3.752934875E2,-3.129991150E-1,7.829019470E0,5.982459412E0
3.753932195E2,-3.126997375E-1,7.776628418E0,5.975274353E0
3.754929515E2,-2.826123047E-1,7.818690948E0,5.971532135E0
3.755926835E2,-2.511776733E-1,7.772586823E0,6.009104004E0
3.756924155E2,-2.338137817E-1,7.762557678E0,6.004313965E0
3.757921475E2,-2.924917603E-1,7.816595306E0,5.945935364E0
3.758918790E2,-3.017724609E-1,7.780819702E0,5.977220306E0
3.759916110E2,-2.912942505E-1,7.823630676E0,5.976920929E0
3.760913430E2,-3.085084534E-1,7.773484955E0,5.983357544E0
3.761910750E2,-2.389031982E-1,7.776927795E0,5.977220306E0
3.762908070E2,-2.781216431E-1,7.850125580E0,5.960305481E0
3.763905390E2,-2.930905151E-1,7.737260284E0,5.996380463E0
3.764902710E2,-2.942880249E-1,7.771239624E0,5.984105988E0
3.765900030E2,-2.507286072E-1,7.825426941E0,5.987548828E0
3.766897350E2,-2.767744446E-1,7.788004761E0,5.983058167E0
3.767894670E2,-2.556683350E-1,7.838898926E0,5.986201630E0
3.768891988E2,-3.462300110E-1,7.822283478E0,5.939947815E0
3.769889308E2,-3.023712158E-1,7.742948456E0,5.953868866E0
3.770886628E2,-2.387535095E-1,7.828570404E0,6.015540619E0
3.771883948E2,-2.627037048E-1,7.806715851E0,5.973627777E0
3.772881268E2,-2.857557678E-1,7.779472504E0,5.976471863E0
3.773878588E2,-3.079096985E-1,7.840695190E0,5.986800385E0
3.774875908E2,-3.058140564E-1,7.795938263E0,5.990392914E0
3.775873228E2,-2.872526550E-1,7.774383087E0,5.971382446E0
3.776870538E2,-2.719844055E-1,7.812404022E0,6.004463654E0
3.777867858E2,-2.624043274E-1,7.778724060E0,6.006559296E0
3.778865182E2,-2.996768188E-1,7.776478729E0,5.985153809E0
3.779862502E2,-3.129991150E-1,7.777975616E0,5.993237000E0
3.780859822E2,-3.243754578E-1,7.766599274E0,5.990841980E0
3.781857142E2,-2.637515259E-1,7.815846863E0,5.983656921E0
3.782854462E2,-2.598596191E-1,7.771988068E0,5.991740112E0
3.783851782E2,-2.404000854E-1,7.742948456E0,6.016139374E0
3.784849102E2,-2.854563904E-1,7.794591064E0,5.975573730E0
3.785846422E2,-3.088078308E-1,7.771988068E0,6.003266144E0
3.786843742E2,-3.070115662E-1,7.793992310E0,6.040987701E0
3.787841062E2,-2.667453003E-1,7.793992310E0,5.988896027E0
3.788838383E2,-2.686912537E-1,7.777825928E0,5.985902252E0
3.789835703E2,-2.969824219E-1,7.808512115E0,5.950276337E0
3.790833023E2,-2.589614868E-1,7.822582855E0,5.973328400E0
3.791830343E2,-2.778222656E-1,7.839497681E0,6.006409607E0
3.792827663E2,-2.659968567E-1,7.770790558E0,5.981710968E0
3.793824983E2,-3.153941345E-1,7.801327057E0,6.007607117E0
3.794822303E2,-2.754272461E-1,7.823331299E0,5.982160034E0
3.795819623E2,-2.854563904E-1,7.792196045E0,5.988147583E0
3.796816933E2,-3.046165466E-1,7.790250092E0,6.008056183E0
3.797814253E2,-3.094065857E-1,7.788603516E0,6.008804626E0
3.798811575E2,-2.833607483E-1,7.784861298E0,5.999673615E0
3.799808895E2,-2.718347168E-1,7.821235657E0,5.987249451E0
3.800806215E2,-2.644999695E-1,7.806865540E0,5.951773224E0
3.801803535E2,-2.915936279E-1,7.822582855E0,5.994733887E0
3.802800855E2,-3.041674805E-1,7.804171143E0,5.979315948E0
3.803798175E2,-2.903961182E-1,7.785310364E0,6.018983459E0
3.804795495E2,-2.600093079E-1,7.787106628E0,5.965245209E0
3.805792815E2,-2.745291138E-1,7.808961182E0,5.971831512E0
3.806790135E2,-3.432362366E-1,7.773634644E0,5.966293030E0
3.807787455E2,-2.966830444E-1,7.814349976E0,5.972579956E0
3.808784769E2,-2.441423035E-1,7.774682465E0,5.996679840E0
3.809782089E2,-2.948867798E-1,7.815248108E0,5.974525909E0
3.810779409E2,-2.857557678E-1,7.767946472E0,5.999523926E0
3.811776729E2,-2.583627319E-1,7.789801025E0,5.988596649E0
3.812774049E2,-2.974314880E-1,7.801925812E0,5.979315948E0
3.813771369E2,-2.921923828E-1,7.817044373E0,5.995182953E0
3.814768689E2,-2.832110596E-1,7.801476746E0,6.017636261E0
3.815766009E2,-2.839595032E-1,7.798632660E0,5.994135132E0
3.816763329E2,-2.875520325E-1,7.808811493E0,5.965993652E0
3.817760639E2,-2.767744446E-1,7.782017212E0,6.007008362E0
3.818757953E2,-2.698887634E-1,7.794441376E0,5.980513458E0
3.819755273E2,-2.776725769E-1,7.779322815E0,6.018684082E0
3.820752593E2,-2.730322266E-1,7.792645111E0,6.007307739E0
3.821749913E2,-3.052153015E-1,7.760462036E0,5.981112213E0
3.822747233E2,-2.272274780E-1,7.774083710E0,6.003565521E0
3.823744553E2,-2.975811768E-1,7.797285461E0,6.001320190E0
3.824741873E2,-2.776725769E-1,7.781568146E0,6.008654938E0
3.825739183E2,-2.496807861E-1,7.785460052E0,5.997727661E0
3.826736503E2,-2.794688416E-1,7.792345734E0,5.999523926E0
3.827733823E2,-2.278262329E-1,7.793393555E0,5.957910461E0
3.828731143E2,-2.573149109E-1,7.757617950E0,6.008654938E0
3.829728463E2,-2.477348328E-1,7.794141998E0,5.986950073E0
3.830725783E2,-2.571652222E-1,7.785759430E0,6.000422058E0
3.831723093E2,-3.180885315E-1,7.784412231E0,5.999224548E0
3.832720413E2,-2.836601257E-1,7.767946472E0,6.000721436E0
3.833717733E2,-3.103047180E-1,7.799830170E0,5.975873108E0
3.834715053E2,-3.290158081E-1,7.793243866E0,5.984405365E0
3.835712373E2,-2.538720703E-1,7.791896667E0,5.998625793E0
3.836709693E2,-2.809657288E-1,7.769742737E0,5.969137115E0
3.837707003E2,-3.263214111E-1,7.814649353E0,5.990243225E0
3.838704323E2,-2.221380615E-1,7.826325073E0,5.993536377E0
3.839701641E2,-2.290237427E-1,7.787106628E0,6.012097778E0
3.840698961E2,-2.868035889E-1,7.767497406E0,6.005960541E0
3.841696281E2,-2.808160400E-1,7.777376862E0,5.995182953E0
3.842693601E2,-2.791694641E-1,7.798333282E0,5.978118439E0
3.843690911E2,-2.597099304E-1,7.771838379E0,5.986201630E0
3.844688231E2,-2.619552612E-1,7.793243866E0,5.980962524E0
3.845685551E2,-2.721340942E-1,7.790549469E0,5.995332642E0
3.846682871E2,-2.564167786E-1,7.789950714E0,5.996530151E0
3.847680191E2,-2.704875183E-1,7.790699158E0,6.013594666E0
3.848677501E2,-2.989283752E-1,7.749983826E0,5.990093536E0
3.849674824E2,-2.094145203E-1,7.788304138E0,6.011648712E0
3.850672144E2,-2.653981018E-1,7.817792816E0,5.992937622E0
3.851669464E2,-2.959346008E-1,7.777975616E0,5.995781708E0
3.852666784E2,-2.725831604E-1,7.761659546E0,5.934559021E0
3.853664094E2,-2.880010986E-1,7.784561920E0,5.971831512E0
3.854661414E2,-2.122586060E-1,7.790100403E0,5.985004120E0
3.855658734E2,-2.616558838E-1,7.775879974E0,6.011499023E0
3.856656054E2,-1.972897339E-1,7.818690948E0,5.977369995E0
3.857653364E2,-2.817141724E-1,7.770940247E0,5.998775482E0
3.858650684E2,-2.960842896E-1,7.752079468E0,6.016588440E0
3.859648003E2,-2.240840149E-1,7.766449585E0,5.972130890E0
3.860645323E2,-2.495310974E-1,7.790549469E0,6.006409607E0
3.861642643E2,-2.883004761E-1,7.795040131E0,6.006559296E0
3.862639953E2,-2.906954956E-1,7.781268768E0,6.002817078E0
3.863637273E2,-2.779719543E-1,7.817792816E0,5.994883575E0
3.864634593E2,-2.739303589E-1,7.815098419E0,6.023174744E0
3.865631913E2,-1.945953369E-1,7.786807251E0,5.954317932E0
3.866629223E2,-2.757266235E-1,7.813302155E0,6.015839996E0
3.867626543E2,-2.674937439E-1,7.791597290E0,6.011948090E0
3.868623863E2,-2.390528870E-1,7.797135773E0,6.008056183E0
3.869621180E2,-2.662962341E-1,7.791746979E0,5.990392914E0
3.870618490E2,-2.770738220E-1,7.737559662E0,6.021228790E0
3.871615810E2,-2.531236267E-1,7.772137756E0,6.012846222E0
3.872613130E2,-2.724334717E-1,7.797884216E0,5.995332642E0
3.873610440E2,-2.918930054E-1,7.813451843E0,5.980064392E0
3.874607760E2,-2.881507874E-1,7.818241882E0,6.008355560E0
3.875605080E2,-2.749781799E-1,7.768395538E0,6.013594666E0
3.876602400E2,-2.053729248E-1,7.799231415E0,6.027665405E0
3.877599710E2,-2.444416809E-1,7.771838379E0,5.982908478E0
3.878597030E2,-2.709365845E-1,7.782316589E0,6.001320190E0
3.879594357E2,-2.571652222E-1,7.794740753E0,6.008355560E0
3.880591667E2,-2.621049500E-1,7.787256317E0,5.997727661E0
3.881588987E2,-2.224374390E-1,7.763605499E0,6.011798401E0
3.882586307E2,-2.106120300E-1,7.753726044E0,6.008804626E0
3.883583627E2,-2.252815247E-1,7.770940247E0,5.992488556E0
3.884580937E2,-2.588117981E-1,7.783514099E0,6.023025055E0
3.885578257E2,-2.664459229E-1,7.802225189E0,5.977669373E0
3.886575577E2,-2.227368164E-1,7.759863281E0,5.990542603E0
3.887572887E2,-2.270777893E-1,7.783813477E0,5.994733887E0
3.888570207E2,-2.462379456E-1,7.800428925E0,6.001020813E0
3.889567519E2,-2.709365845E-1,7.784262543E0,5.999224548E0
3.890564839E2,-3.156935120E-1,7.803422699E0,6.000721436E0
3.891562149E2,-3.128494263E-1,7.822582855E0,5.974675598E0
3.892559469E2,-1.859133911E-1,7.811805267E0,5.998625793E0
3.893556789E2,-2.270777893E-1,7.795788574E0,6.005062408E0
3.894554099E2,-2.667453003E-1,7.789801025E0,5.986501007E0
3.895551419E2,-2.836601257E-1,7.786208496E0,5.991291046E0
3.896548739E2,-2.552192688E-1,7.784861298E0,5.986800385E0
3.897546049E2,-2.357597351E-1,7.776478729E0,6.030958557E0
3.898543369E2,-1.993853760E-1,7.791148224E0,6.021827545E0
3.899540698E2,-2.386038208E-1,7.752378845E0,6.021378479E0
3.900538008E2,-2.827619934E-1,7.766299896E0,5.983507233E0
3.901535328E2,-2.773731995E-1,7.793393555E0,6.001020813E0
3.902532648E2,-2.845582581E-1,7.756420441E0,5.996081085E0
3.903529958E2,-1.968406677E-1,7.778724060E0,6.042783966E0
3.904527278E2,-2.329156494E-1,7.792345734E0,5.990243225E0
3.905524598E2,-2.547702026E-1,7.793243866E0,5.999374237E0
3.906521908E2,-2.526745605E-1,7.804919586E0,6.033054199E0
3.907519228E2,-2.423460388E-1,7.789351959E0,5.988297272E0
3.908516548E2,-2.213896179E-1,7.758216705E0,5.974974976E0
3.909513855E2,-1.962419128E-1,7.765102386E0,6.020929413E0
3.910511175E2,-2.534230042E-1,7.777825928E0,6.004912720E0
3.911508495E2,-3.083587646E-1,7.801776123E0,6.001469879E0
3.912505805E2,-2.634521484E-1,7.806117096E0,6.000871124E0
3.913503125E2,-2.236349487E-1,7.754624176E0,6.008056183E0
3.914500435E2,-2.019300842E-1,7.801776123E0,6.036497040E0
3.915497755E2,-2.668949890E-1,7.796087952E0,5.980214081E0
3.916495075E2,-2.625540161E-1,7.811954956E0,5.971532135E0
3.917492385E2,-2.573149109E-1,7.772137756E0,6.026467896E0
3.918489705E2,-2.871029663E-1,7.802674255E0,5.987548828E0
3.919487018E2,-2.104623413E-1,7.797285461E0,6.041436768E0
3.920484328E2,-1.851649475E-1,7.777825928E0,6.018085327E0
3.921481648E2,-2.499801636E-1,7.770191803E0,5.990542603E0
3.922478958E2,-2.820135498E-1,7.800279236E0,5.998625793E0
3.923476278E2,-2.839595032E-1,7.784112854E0,5.990542603E0
3.924473598E2,-2.444416809E-1,7.771239624E0,6.018384705E0
3.925470908E2,-2.427951050E-1,7.795638885E0,6.023923187E0
3.926468228E2,-2.450404358E-1,7.796537018E0,5.981261902E0
3.927465538E2,-2.483335876E-1,7.776478729E0,5.987848206E0
3.928462858E2,-2.767744446E-1,7.796986084E0,6.003715210E0
3.929460182E2,-2.938389587E-1,7.814050598E0,6.002368011E0
3.930457492E2,-2.272274780E-1,7.766748962E0,6.046675873E0
3.931454812E2,-2.369572449E-1,7.812104645E0,5.990841980E0
3.932452122E2,-2.775228882E-1,7.822582855E0,5.996679840E0
3.933449442E2,-2.878514099E-1,7.787855072E0,5.999673615E0
3.934446762E2,-2.737806702E-1,7.789801025E0,5.985004120E0
3.935444072E2,-3.079096985E-1,7.750133514E0,6.036796417E0
3.936441392E2,-2.351609802E-1,7.777376862E0,6.011648712E0
3.937438702E2,-2.516267395E-1,7.793393555E0,5.980962524E0
3.938436022E2,-2.683918762E-1,7.797135773E0,6.002218323E0
3.939433347E2,-2.490820312E-1,7.793094177E0,5.979765015E0
3.940430657E2,-2.625540161E-1,7.770491180E0,6.012397156E0
3.941427977E2,-2.127076721E-1,7.772287445E0,6.013744354E0
3.942425287E2,-2.252815247E-1,7.793692932E0,5.999972992E0
3.943422607E2,-2.749781799E-1,7.811655579E0,5.962550812E0
3.944419917E2,-2.716850281E-1,7.787555695E0,5.998476105E0
3.945417237E2,-2.186952209E-1,7.770341492E0,6.025569763E0
3.946414557E2,-3.080593872E-1,7.777825928E0,6.011499023E0
3.947411867E2,-2.125579834E-1,7.805069275E0,5.995332642E0
3.948409187E2,-2.386038208E-1,7.788304138E0,5.990542603E0
3.949406490E2,-2.860551453E-1,7.785310364E0,6.010750580E0
3.950403810E2,-2.571652222E-1,7.791597290E0,6.010900269E0
3.951401120E2,-2.176473999E-1,7.804620209E0,6.019881592E0
3.952398440E2,-2.610571289E-1,7.803273010E0,6.032455444E0
3.953395750E2,-2.607577515E-1,7.788902893E0,6.008205872E0
3.954393070E2,-2.743794250E-1,7.770640869E0,5.986950073E0
3.955390380E2,-2.860551453E-1,7.789202271E0,6.001469879E0
3.956387700E2,-2.766247559E-1,7.820936279E0,5.994733887E0
3.957385020E2,-2.498304749E-1,7.783514099E0,6.026168518E0
3.958382330E2,-2.365081787E-1,7.799381104E0,5.995931396E0
3.959379649E2,-2.567161560E-1,7.799979858E0,6.008804626E0
3.960376959E2,-2.565664673E-1,7.788004761E0,5.996081085E0
3.961374279E2,-2.477348328E-1,7.790250092E0,5.992638245E0
3.962371589E2,-2.686912537E-1,7.768994293E0,6.039939880E0
3.963368909E2,-2.520758057E-1,7.788154449E0,5.996979218E0
3.964366219E2,-2.541714478E-1,7.818391571E0,5.996829529E0
3.965363539E2,-3.162922668E-1,7.799680481E0,5.997727661E0
3.966360849E2,-2.465373230E-1,7.785460052E0,5.975124664E0
3.967358169E2,-3.050656128E-1,7.794740753E0,6.006259918E0
3.968355479E2,-2.308200073E-1,7.839946747E0,6.013744354E0
3.969352800E2,-2.231858826E-1,7.796686707E0,6.004763031E0
3.970350110E2,-2.728825378E-1,7.790549469E0,5.996380463E0
3.971347430E2,-2.622546387E-1,7.783065033E0,6.010151825E0
3.972344740E2,-2.375559998E-1,7.767048340E0,5.965993652E0
3.973342060E2,-2.534230042E-1,7.795638885E0,6.029611359E0
3.974339370E2,-2.727328491E-1,7.783963165E0,6.014193420E0
3.975336690E2,-2.674937439E-1,7.780670013E0,5.972729645E0
3.976334000E2,-2.393522644E-1,7.820038147E0,5.996530151E0
3.977331320E2,-2.627037048E-1,7.794740753E0,6.020480347E0
3.978328630E2,-2.905458069E-1,7.791297913E0,5.988596649E0
3.979325955E2,-2.329156494E-1,7.824379120E0,5.993835754E0
3.980323265E2,-2.785707092E-1,7.788453827E0,6.005810852E0
3.981320585E2,-2.674937439E-1,7.790699158E0,5.992039490E0
3.982317895E2,-2.649490356E-1,7.804171143E0,5.991141357E0
3.983315215E2,-3.022215271E-1,7.836952972E0,6.004763031E0
3.984312525E2,-2.493814087E-1,7.790100403E0,6.010002136E0
3.985309845E2,-2.201921082E-1,7.807913361E0,5.981561279E0
3.986307155E2,-2.767744446E-1,7.782915344E0,6.010451202E0
3.987304475E2,-2.821632385E-1,7.794890442E0,5.996230774E0
3.988301785E2,-2.589614868E-1,7.807314606E0,5.989494781E0
3.989299102E2,-2.505789185E-1,7.778724060E0,6.036946106E0
3.990296412E2,-3.137475586E-1,7.787256317E0,5.989494781E0
3.991293732E2,-2.523751831E-1,7.788004761E0,5.992937622E0
3.992291042E2,-2.785707092E-1,7.785759430E0,5.977369995E0
3.993288362E2,-2.625540161E-1,7.798333282E0,5.982459412E0
3.994285672E2,-3.339555359E-1,7.806416473E0,6.042634277E0
3.995282992E2,-2.490820312E-1,7.774832153E0,6.001170502E0
3.996280302E2,-2.644999695E-1,7.825726318E0,5.972579956E0
3.997277622E2,-2.764750671E-1,7.796237640E0,6.012397156E0
3.998274932E2,-2.957849121E-1,7.789202271E0,5.951773224E0
3.999272255E2,-2.490820312E-1,7.784861298E0,5.989943848E0
4.000269565E2,-2.990780640E-1,7.760462036E0,6.029910736E0
4.001266875E2,-2.547702026E-1,7.804171143E0,5.957611084E0
4.002264195E2,-2.764750671E-1,7.809709625E0,5.990991669E0
4.003261505E2,-2.803669739E-1,7.770341492E0,5.999374237E0
4.004258825E2,-2.610571289E-1,7.783813477E0,5.981112213E0
4.005256135E2,-2.805166626E-1,7.845485229E0,6.001619568E0
4.006253455E2,-2.689906311E-1,7.760911102E0,6.020480347E0
4.007250765E2,-2.718347168E-1,7.810308380E0,5.983507233E0
4.008248075E2,-2.613565063E-1,7.788004761E0,5.973178711E0
4.009245392E2,-2.607577515E-1,7.770042114E0,5.993386688E0
4.010242702E2,-3.288661194E-1,7.833210754E0,5.966891785E0
4.011240022E2,-3.246748352E-1,7.791297913E0,5.992039490E0
4.012237332E2,-2.272274780E-1,7.776329041E0,5.970634003E0
4.013234642E2,-2.522254944E-1,7.845934296E0,6.019133148E0
4.014231962E2,-2.809657288E-1,7.794141998E0,5.993386688E0
4.015229272E2,-2.764750671E-1,7.790399780E0,5.975274353E0
4.016226592E2,-3.028202820E-1,7.805668030E0,6.006409607E0
4.017223902E2,-2.881507874E-1,7.785310364E0,5.983507233E0
4.018221212E2,-2.134561157E-1,7.792046356E0,5.997727661E0
4.019218531E2,-2.853067017E-1,7.814349976E0,5.977220306E0
4.020215841E2,-2.716850281E-1,7.799081726E0,5.997877350E0
4.021213151E2,-3.170407104E-1,7.816295929E0,5.967191162E0
4.022210471E2,-2.939886475E-1,7.783364410E0,5.994584198E0
4.023207781E2,-2.670446777E-1,7.788453827E0,6.004613342E0
4.024205101E2,-2.579136658E-1,7.803422699E0,5.982309723E0
4.025202411E2,-2.695893860E-1,7.795339508E0,5.981561279E0
4.026199721E2,-2.912942505E-1,7.783963165E0,5.982908478E0
4.027197041E2,-3.195854187E-1,7.788603516E0,6.007457428E0
4.028194351E2,-2.890489197E-1,7.782017212E0,5.982459412E0
4.029191659E2,-2.877017212E-1,7.790100403E0,5.962850189E0
4.030188979E2,-3.086581421E-1,7.790848846E0,5.923631744E0
4.031186289E2,-2.868035889E-1,7.804021454E0,6.004912720E0
4.032183599E2,-2.559677124E-1,7.880811768E0,5.842201080E0
4.033180919E2,-2.851570129E-1,8.067323914E0,5.527405701E0
4.034178229E2,-3.414399719E-1,8.277935944E0,5.382357330E0
4.035175539E2,-3.540138245E-1,8.265960846E0,5.384902039E0
4.036172859E2,-2.878514099E-1,7.973918152E0,5.782475281E0
4.037170169E2,-2.609074402E-1,7.714657288E0,6.166726227E0
4.038167489E2,-3.110531616E-1,7.405699768E0,6.388564911E0
4.039164805E2,-2.384541321E-1,7.213050385E0,6.645430756E0
4.040162115E2,-2.299218750E-1,7.272177429E0,6.706204376E0
4.041159435E2,-2.236349487E-1,7.720495148E0,6.403683472E0
4.042156745E2,-2.300715637E-1,8.034392395E0,5.806126099E0
4.043154055E2,-2.197430420E-1,8.152945862E0,5.500312042E0
4.044151375E2,-2.249821472E-1,8.259973297E0,5.312452698E0
4.045148685E2,-3.484753418E-1,8.344697113E0,5.181924133E0
4.046145995E2,-3.604504395E-1,8.577463074E0,4.948260040E0
4.047143315E2,-3.345542908E-1,8.768016815E0,4.616849213E0
4.048140625E2,-4.547543335E-1,9.046138458E0,4.336631927E0
4.049137933E2,-4.176315308E-1,9.221124573E0,3.966601410E0
4.050135253E2,-3.710783386E-1,9.243278503E0,3.933669891E0
4.051132563E2,-4.361929321E-1,9.148675232E0,3.949536896E0
4.052129873E2,-5.060975647E-1,9.028624878E0,4.418062592E0
4.053127193E2,-4.827461243E-1,8.668024750E0,4.839885406E0
4.054124503E2,-3.124003601E-1,8.663534088E0,5.076393585E0
4.055121813E2,-3.617976379E-1,8.608448639E0,4.596491547E0
4.056119133E2,-6.240522766E-1,8.670719147E0,4.249812469E0
4.057116443E2,-4.364923096E-1,9.111552429E0,4.290078735E0
4.058113763E2,1.212478638E-1,9.006770325E0,4.774920502E0
4.059111069E2,-1.422042847E-2,8.816515961E0,4.916376343E0
4.060108379E2,-1.904040527E-1,8.456514587E0,4.918621674E0
4.061105699E2,-1.356179810E-1,7.825277252E0,5.545667725E0
4.062103009E2,-3.043171692E-1,7.866441650E0,5.762267303E0
4.063100319E2,-2.088157654E-1,7.818840637E0,5.914650421E0
4.064097639E2,-4.813989258E-1,8.230185242E0,5.379213867E0
4.065094949E2,-2.341131592E-1,8.278235321E0,5.291645966E0
4.066092259E2,-3.450325012E-1,8.399632874E0,4.945266266E0
4.067089579E2,-3.755690002E-1,8.228987732E0,5.381908264E0
4.068086889E2,-6.236032104E-1,8.040978699E0,5.813161469E0
4.069084202E2,-4.775070190E-2,8.006849670E0,6.186485138E0
4.070081522E2,-3.062631226E-1,7.713160400E0,5.739963684E0
4.071078832E2,-4.749623108E-1,8.011789398E0,5.126239929E0
4.072076142E2,-3.652404785E-2,8.679700470E0,5.034181366E0
4.073073462E2,-5.849835205E-1,9.371561737E0,4.405039673E0
4.074070772E2,-6.722520447E-1,8.993448029E0,4.001329193E0
4.075068082E2,-7.523355103E-1,8.640931091E0,4.131558380E0
4.076065402E2,-3.541635132E-1,8.532855835E0,4.536017303E0
4.077062712E2,-2.543211365E-1,8.475375366E0,4.883295135E0
4.078060022E2,2.724334717E-1,8.239615631E0,5.676495667E0
4.079057342E2,-4.276606750E-1,8.038134613E0,6.026018829E0
4.080054652E2,3.635939026E-1,7.272626495E0,6.065985718E0
4.081051972E2,3.761677551E-1,7.836653595E0,5.560786285E0
4.082049282E2,-3.622467041E-2,7.505542145E0,6.176306305E0
4.083046592E2,-9.759704590E-2,7.406597900E0,6.292614441E0
4.084043912E2,-1.595681763E-1,7.843838654E0,6.071673889E0
4.085041222E2,-5.951623535E-1,8.021219788E0,6.329437866E0
4.086038532E2,-3.900888062E-1,7.822732544E0,6.382577362E0
4.087035852E2,2.272274780E-1,7.602540436E0,6.276597748E0
4.088033162E2,3.300636292E-1,7.567513275E0,5.979465637E0
4.089030469E2,2.371069336E-1,7.757767639E0,5.636828156E0
4.090027789E2,5.155279541E-1,7.961943054E0,5.766608276E0
4.091025099E2,2.510279846E-1,8.259374542E0,5.707930298E0
4.092022409E2,-2.050735474E-2,8.492290192E0,4.992717590E0
4.093019729E2,2.445913696E-1,8.595276031E0,5.172643433E0
4.094017039E2,1.532812500E-1,8.524024200E0,5.370531921E0
4.095014349E2,7.532336426E-1,8.197403412E0,5.468727722E0
4.096011669E2,8.690927124E-1,8.110733643E0,5.723348236E0
4.097008979E2,1.186582489E0,8.406518555E0,5.736221466E0
4.098006299E2,7.385641479E-1,8.314310303E0,5.530998230E0
4.099003610E2,1.030756531E0,8.113877106E0,5.397326202E0
4.100000920E2,1.140777740E0,8.288264465E0,5.612129517E0
4.100998240E2,1.651216278E0,8.014184418E0,5.575156403E0
4.101995550E2,1.980381775E0,8.040679321E0,5.727689209E0
4.102992860E2,2.116149445E0,8.150850220E0,5.607788544E0
4.103990180E2,2.108365631E0,8.105644226E0,5.955515442E0
4.104987490E2,1.455722809E0,8.099956055E0,6.064937897E0
4.105984800E2,1.700164490E0,8.207432556E0,6.094576263E0
4.106982120E2,8.614585876E-1,8.174351349E0,5.561235352E0
4.107979430E2,3.064577179E0,7.940537567E0,6.354435883E0
4.108976747E2,3.504811707E0,7.782166901E0,7.156917114E0
4.109974067E2,2.933599548E0,7.255412292E0,6.043831787E0
4.110971377E2,1.819765778E0,8.346044312E0,4.879403229E0
4.111968697E2,1.730700989E0,7.854167175E0,5.927074585E0
4.112966007E2,3.232677612E0,8.410111084E0,5.281467133E0
4.113963317E2,3.318000183E0,8.550668793E0,6.425388336E0
4.114960637E2,2.541714478E0,8.168663177E0,6.125711517E0
4.115957947E2,2.177372131E0,7.865094452E0,5.444777527E0
4.116955257E2,2.541564789E0,8.029602356E0,5.069208527E0
4.117952577E2,2.841091919E0,8.027506714E0,5.179978180E0
4.118949887E2,2.970872040E0,8.426876221E0,5.516179047E0
4.119947195E2,2.886447601E0,8.456664276E0,5.316194916E0
4.120944515E2,2.780318298E0,8.496481476E0,5.047653351E0
4.121941825E2,2.885399780E0,8.487051086E0,5.090164948E0
4.122939135E2,2.660267944E0,8.882229309E0,4.595443726E0
4.123936455E2,2.834804993E0,8.976383514E0,4.470303955E0
4.124933765E2,3.216211853E0,8.768914948E0,4.525389404E0
4.125931085E2,2.682122498E0,8.802594910E0,3.844754791E0
4.126928395E2,2.705324249E0,8.882079620E0,3.377725983E0
4.127925705E2,2.379451904E0,9.124575348E0,4.470303955E0
4.128923025E2,1.657353516E0,9.261241150E0,3.932771759E0
4.129920336E2,8.863069153E-1,9.714049530E0,4.439318390E0
4.130917646E2,-7.035369873E-1,9.542057190E0,3.338956604E0
4.131914966E2,-1.081201630E0,9.261540527E0,3.073558502E0
4.132912276E2,4.231700134E-1,9.456884308E0,3.702400818E0
4.133909586E2,2.634521484E-2,9.599238281E0,4.484524384E0
4.134906906E2,4.044589233E-1,9.513316956E0,4.304448853E0
4.135904216E2,1.109343109E0,8.847202148E0,4.218078461E0
4.136901536E2,5.545967102E-1,8.828491058E0,4.576582947E0
4.137898846E2,2.510279846E-1,8.581953735E0,4.368365936E0
4.138896156E2,6.304888916E-1,9.084009705E0,4.182452545E0
4.139893473E2,1.677411804E0,9.138646088E0,5.011428680E0
4.140890783E2,1.426383820E0,9.037606201E0,4.475243683E0
4.141888093E2,5.664221191E-1,9.112450562E0,4.375700684E0
4.142885413E2,3.045566711E0,1.016431320E1,6.322851562E0
4.143882723E2,7.197033691E-1,9.234596558E0,3.760330353E0
4.144880043E2,-7.843688965E-1,8.075407104E0,5.350323944E0
4.145877353E2,1.737886047E-1,7.451654205E0,6.183641052E0
4.146874663E2,9.036708069E-1,7.061864777E0,6.140231323E0
4.147871983E2,5.785469055E-1,7.710615692E0,5.412444763E0
4.148869293E2,7.048841858E-1,8.055797882E0,6.197262726E0
4.149866612E2,1.015188904E0,7.954757996E0,6.263574829E0
4.150863922E2,6.491999817E-1,7.773784332E0,6.358926544E0
4.151861232E2,3.469784546E-1,7.516020355E0,6.136189728E0
4.152858552E2,5.261558533E-1,7.726482697E0,6.363866272E0
4.153855862E2,-1.115180969E-1,7.350764008E0,6.481521606E0
4.154853172E2,-7.661068726E-1,7.081923065E0,6.270011444E0
4.155850492E2,-6.396199036E-1,7.690557404E0,6.042035522E0
4.156847802E2,4.294569397E-1,7.500901794E0,6.701863403E0
4.157845122E2,-1.881587219E-1,7.308402100E0,6.173462219E0
4.158842432E2,-6.137237549E-3,7.556585999E0,6.108796692E0
